"","meses_no_local_alocado","churn","idade","anos_formacao","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","tx_pop_ocupada_2019","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"267",35,"migrou",32,0.0848733744010951,"Não",0,1.82857142857143,"NÃO",7.2,2.55,2.1,1.26666666666667,"Nordeste",131123,"GP",12972.59,114,10.2087353095948,545.95,20.06,19.326,5.3,3749.841,4.683,4.683,147
"268",21,"migrou",32,0,"Não",0,1,"NÃO",6.33333333333333,1,1,NA,"Nordeste",131123,"GP",12972.59,114,10.2087353095948,545.95,20.06,19.326,5.3,3749.841,4.683,4.683,147
"269",24,"migrou",32,0.0848733744010951,"Não",0,1.91666666666667,"NÃO",13.5,4.41666666666667,4.38541666666667,NA,"Nordeste",131123,"GP",12972.59,114,10.2087353095948,545.95,20.06,19.326,5.3,3749.841,4.683,4.683,147
"270",21,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",9,1.54761904761905,1,1,"Nordeste",131123,"GP",12972.59,114,10.2087353095948,545.95,20.06,19.326,5.3,3749.841,4.683,4.683,147
"271",21,"migrou",33,1.58521560574949,"Não",0,1,"NÃO",8.85714285714286,3.57142857142857,1,1,"Nordeste",17841,"PP-I",7154.28,104,5.77321898996693,676.56,0,29.438,4.7,3691.719,49.67,14.901,111
"272",73,"migrou",41,1.58521560574949,"Sim",1.5,1.53731343283582,"NÃO",7.14925373134328,4.11940298507463,1.1044776119403,NA,"Nordeste",17841,"PP-I",7154.28,104,5.77321898996693,676.56,0,29.438,4.7,3691.719,49.67,14.901,111
"273",40,"migrou",37,4.50376454483231,"Não",0,1,"SIM",4.95,5.025,1.69375,1.075,"Nordeste",20424,"PP-II",6322.05,57,6.61966314140227,734.56,0,18.478,5.9,2932.377,33.677,9.622,215
"274",34,"migrou",36,0,"Não",0,1,"SIM",7.47058823529412,3.71470588235294,2.35588235294118,1,"Nordeste",20424,"PP-II",6322.05,57,6.61966314140227,734.56,0,18.478,5.9,2932.377,33.677,9.622,215
"275",68,"permanece",37,0.0848733744010951,"Não",0,2.13235294117647,"SIM",12.2794117647059,6.05882352941176,4.35441176470588,4.02573529411765,"Nordeste",10356,"PP-I",11090.77,53,10.6025492468134,890.57,39.31,43.856,5.1,5235.227,17.607,26.411,228
"276",11,"migrou",30,0,"Não",0,1.81818181818182,"NÃO",7,2.09090909090909,1.22727272727273,1,"Nordeste",10356,"PP-I",11090.77,53,10.6025492468134,890.57,39.31,43.856,5.1,5235.227,17.607,26.411,228
"277",73,"migrou",42,1.08418891170431,"Sim",1.58333333333333,2.17647058823529,"SIM",4.68888888888889,3,1.04444444444444,1,"Nordeste",33726,"PP-II",14712.97,115,9.81142145525707,778.4,45.01,8.65,5.3,4946.021,5.759,8.638,312
"278",21,"migrou",32,0.167008898015058,"Não",0,1,"NÃO",5.23809523809524,1,1,NA,"Nordeste",31701,"PP-II",14174.07,99,12.3907763162045,551.67,0,20.768,5.3,5021.29,0,2.944,185
"279",18,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",6.61111111111111,1.29166666666667,1.06944444444444,NA,"Nordeste",31701,"PP-II",14174.07,99,12.3907763162045,551.67,0,20.768,5.3,5021.29,0,2.944,185
"280",10,"migrou",44,11.1676933607118,"Não",0,1,"NÃO",5,1.55,1,1,"Nordeste",25555,"PP-II",24904.15,340,21.8430835452945,1018.38,9.98,35.325,7,3406.729,30.633,20.422,280
"281",10,"migrou",43,11.1676933607118,"Não",0,1,"NÃO",5.8,2.3,1,1,"Nordeste",25555,"PP-II",24904.15,340,21.8430835452945,1018.38,9.98,35.325,7,3406.729,30.633,20.422,280
"282",9,"migrou",34,2.08350444900753,"Não",0,1,"NÃO",8,1,2,1,"Nordeste",23922,"PP-II",9842.06,127,7.10642922832539,607.22,33.82,20.134,5.5,5259.499,4.037,12.11,398
"283",20,"migrou",31,2.08350444900753,"Não",0,1,"NÃO",8.25,2,1,1.2,"Nordeste",30802,"PP-II",8650.71,141,6.00285695734043,640.98,44.46,9.521,4.4,8527.2,15.831,6.332,418
"284",37,"migrou",36,5.57973990417522,"Sim",3.08333333333333,1,"SIM",7.75675675675676,2.48648648648649,1.08108108108108,1.16216216216216,"Nordeste",30802,"PP-II",8650.71,141,6.00285695734043,640.98,44.46,9.521,4.4,8527.2,15.831,6.332,418
"285",73,"migrou",41,8.50376454483231,"Sim",4.66666666666667,1.08955223880597,"SIM",7.86567164179105,4.6865671641791,2.84328358208955,1.17910447761194,"Nordeste",59560,"MP",17571.09,96,13.7122229684352,628.71,26.56,26.873,5.6,5939.489,5.061,3.374,199
"286",20,"migrou",37,4.08487337440109,"Não",0,1,"NÃO",11.65,3.05,2.7,1,"Nordeste",105093,"GP",11896.23,64,15.8402557734578,478.38,8.98,44.969,5,938.908,0.787,3.934,27
"287",68,"migrou",41,4.50376454483231,"Não",0,1,"NÃO",4,1.25806451612903,1,1.19354838709677,"Nordeste",105093,"GP",11896.23,64,15.8402557734578,478.38,8.98,44.969,5,938.908,0.787,3.934,27
"288",41,"migrou",33,3.00068446269678,"Não",0,1.41463414634146,"NÃO",3.52941176470588,1,1.14705882352941,NA,"Nordeste",37697,"PP-II",7617.9,122,6.84404594530069,427.64,12.86,5.163,4.9,3134.624,20.82,2.603,256
"289",22,"migrou",32,2.08350444900753,"Sim",1.16666666666667,1,"NÃO",9.13636363636364,3.22727272727273,3,1.31818181818182,"Nordeste",37697,"PP-II",7617.9,122,6.84404594530069,427.64,12.86,5.163,4.9,3134.624,20.82,2.603,256
"290",67,"permanece",39,4.08487337440109,"Não",0,1,"SIM",4,1.49253731343284,1.75373134328358,NA,"Nordeste",25900,"PP-II",8753.31,104,7.50579150579151,606.57,12.87,25.443,5,2496.743,7.026,7.026,501
"291",25,"migrou",35,4.99931553730322,"Não",0,1,"NÃO",3.28,1,1.56,1,"Nordeste",25900,"PP-II",8753.31,104,7.50579150579151,606.57,12.87,25.443,5,2496.743,7.026,7.026,501
"292",14,"migrou",30,0.0848733744010951,"Não",0,1,"NÃO",2,3,1,1,"Nordeste",14196,"PP-I",6638.74,83,7.04423781346858,512.96,0,7.237,4.5,10490.528,7.316,7.316,183
"293",36,"migrou",35,3.58658453114305,"Não",0,1,"NÃO",7.80555555555556,1,1,1,"Nordeste",36822,"PP-II",13321.71,175,8.1608820813644,678.84,1.07,33.905,4.3,3042.488,2.804,5.608,514
"294",35,"migrou",38,0.167008898015058,"Não",0,1,"NÃO",7.14285714285714,1.31428571428571,1,NA,"Nordeste",37735,"PP-II",7825.29,111,8.15158341062674,528.82,0,20.549,5.5,5306.993,15.887,9.079,317
"295",20,"migrou",36,0.0848733744010951,"Não",0,1,"NÃO",10.05,1,1,1,"Nordeste",37735,"PP-II",7825.29,111,8.15158341062674,528.82,0,20.549,5.5,5306.993,15.887,9.079,317
"296",68,"permanece",32,0,"Não",0,1.08823529411765,"NÃO",8.67647058823529,2.02941176470588,1.05882352941176,1.01470588235294,"Nordeste",37735,"PP-II",7825.29,111,8.15158341062674,528.82,0,20.549,5.5,5306.993,15.887,9.079,317
"297",10,"migrou",30,0.0848733744010951,"Não",0,1,"NÃO",14.4,1.2,1,1,"Nordeste",37735,"PP-II",7825.29,111,8.15158341062674,528.82,0,20.549,5.5,5306.993,15.887,9.079,317
"298",9,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",5,1,1,1,"Nordeste",17149,"PP-I",8192.93,119,8.33867864015394,697.84,0,23.21,4.5,2186.907,5.825,23.301,294
"299",26,"migrou",35,0.251882272416153,"Não",0,1,"NÃO",6.07692307692308,1.30769230769231,1.65384615384615,2.03846153846154,"Nordeste",61443,"MP",16311.68,147,13.104828865778,572.77,2.27,40.394,4.4,333.19,0,4.833,167
"300",25,"migrou",31,0,"Não",0,1,"NÃO",8.92,1.04,1.24,1,"Nordeste",22753,"PP-II",7190.98,97,4.87408253856634,606.86,0,0,5.6,5030.755,0,8.947,207
"301",42,"migrou",32,0.0848733744010951,"Não",0,1,"NÃO",5.09523809523809,1,1,1.04761904761905,"Nordeste",13666,"PP-I",7389.21,103,7.43450900043905,531.53,8.88,6.879,7,993.131,48.326,41.422,288
"302",9,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",7,1,1.66666666666667,1,"Nordeste",30699,"PP-II",9258.43,104,8.36509332551549,602.25,27.53,6.187,5.1,1150.745,3.1,18.598,304
"303",14,"migrou",29,0.167008898015058,"Não",0,1,"NÃO",8,2.67857142857143,2.16428571428571,1,"Nordeste",30699,"PP-II",9258.43,104,8.36509332551549,602.25,27.53,6.187,5.1,1150.745,3.1,18.598,304
"304",41,"migrou",36,3.50444900752909,"Não",0,1,"SIM",8.31707317073171,1.26829268292683,1,NA,"Nordeste",27545,"PP-II",8406.54,138,7.95425667090216,536.65,14.82,17.478,7.7,5920.652,10.505,14.007,399
"305",46,"migrou",42,3.50444900752909,"Não",0,1.58695652173913,"SIM",4.91304347826087,1,1,NA,"Nordeste",27545,"PP-II",8406.54,138,7.95425667090216,536.65,14.82,17.478,7.7,5920.652,10.505,14.007,399
"306",21,"migrou",35,0.0848733744010951,"Não",0,1,"NÃO",6.52380952380952,1,1.00952380952381,NA,"Nordeste",27545,"PP-II",8406.54,138,7.95425667090216,536.65,14.82,17.478,7.7,5920.652,10.505,14.007,399
"307",30,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",4,1,1.1,NA,"Nordeste",27545,"PP-II",8406.54,138,7.95425667090216,536.65,14.82,17.478,7.7,5920.652,10.505,14.007,399
"308",10,"migrou",32,0.0848733744010951,"Não",0,1,"NÃO",5.4,1,1,NA,"Nordeste",27545,"PP-II",8406.54,138,7.95425667090216,536.65,14.82,17.478,7.7,5920.652,10.505,14.007,399
"309",39,"migrou",42,8.58590006844627,"Não",0,1.64864864864865,"NÃO",5.33333333333333,2.25641025641026,1.05128205128205,1,"Nordeste",24493,"PP-II",7742.8,127,5.16882374555996,830.73,2.86,23.344,5.1,4958.374,3.913,3.913,102
"310",25,"migrou",33,1.08418891170431,"Não",0,1,"NÃO",1,1.64,0.96,NA,"Nordeste",11186,"PP-I",10337.33,46,9.79796173788665,691.26,23.14,65.248,5,5186.791,8.302,24.905,104
"311",32,"migrou",31,0,"Não",0,1,"NÃO",4.38709677419355,2.2258064516129,1.38709677419355,1,"Nordeste",9346,"PP-I",9542.95,120,8.19601968756687,809.69,0,10.654,6,214.677,0,21.395,158
"312",68,"permanece",36,3.41957563312799,"Não",0,1,"SIM",6.20588235294118,1.80882352941176,1,NA,"Nordeste",38980,"PP-II",14416.82,80,9.23550538737814,666.02,11.65,25.659,5.4,3255.662,2.933,8.798,93
"313",51,"migrou",39,5.99863107460643,"Não",0,1.82352941176471,"SIM",5.67241379310345,2.4051724137931,2.44827586206897,NA,"Nordeste",31445,"PP-II",7616.46,101,6.47797742089362,503.7,0,15.862,5.6,7897.56,15.925,6.37,408
"314",51,"migrou",35,5.99863107460643,"Não",0,1.80392156862745,"NÃO",7.31372549019608,1.84313725490196,1.88235294117647,NA,"Nordeste",31445,"PP-II",7616.46,101,6.47797742089362,503.7,0,15.862,5.6,7897.56,15.925,6.37,408
"315",3,"migrou",31,0,"Não",0,1,"NÃO",5,1,1,NA,"Nordeste",31445,"PP-II",7616.46,101,6.47797742089362,503.7,0,15.862,5.6,7897.56,15.925,6.37,408
"316",42,"migrou",28,0.0848733744010951,"Não",0,1.54761904761905,"NÃO",6.38461538461539,1.76923076923077,1.03846153846154,NA,"Nordeste",31445,"PP-II",7616.46,101,6.47797742089362,503.7,0,15.862,5.6,7897.56,15.925,6.37,408
"317",19,"migrou",30,0.0848733744010951,"Não",0,1,"NÃO",6,2.89473684210526,1.47368421052632,1,"Nordeste",40187,"PP-II",7697.82,104,8.17428521661234,547.59,0,18.494,6.1,2756.626,13.902,6.951,266
"318",33,"migrou",30,0,"Não",0,1.63636363636364,"NÃO",8.05555555555556,3.06944444444444,1.08333333333333,1,"Nordeste",40187,"PP-II",7697.82,104,8.17428521661234,547.59,0,18.494,6.1,2756.626,13.902,6.951,266
"319",33,"migrou",29,0,"Não",0,1.90909090909091,"NÃO",8.34146341463415,4.40243902439024,1,NA,"Nordeste",40187,"PP-II",7697.82,104,8.17428521661234,547.59,0,18.494,6.1,2756.626,13.902,6.951,266
"320",57,"migrou",32,0,"Não",0,1,"NÃO",8,2.44897959183673,1,1.08163265306122,"Nordeste",40187,"PP-II",7697.82,104,8.17428521661234,547.59,0,18.494,6.1,2756.626,13.902,6.951,266
"321",32,"migrou",39,1.08418891170431,"Não",0,1,"NÃO",6,1.28125,1.125,NA,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"322",33,"migrou",35,2.08350444900753,"Não",0,1,"NÃO",3.84848484848485,1.96969696969697,1.06060606060606,1.57575757575758,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"323",25,"migrou",32,1.08418891170431,"Não",0,1,"NÃO",6.04,2,1.04,NA,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"324",21,"migrou",32,0.167008898015058,"Não",0,1,"NÃO",5.71428571428571,1,1,1.28571428571429,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"325",32,"migrou",33,0.58590006844627,"Não",0,1,"NÃO",6.96875,2,1.03125,NA,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"326",73,"migrou",36,1.58521560574949,"Sim",0.916666666666667,2.22058823529412,"NÃO",8.38805970149254,1.74626865671642,1.08955223880597,1.01492537313433,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"327",16,"migrou",31,0.167008898015058,"Não",0,1.4375,"NÃO",8.6,3.9,1,1.3,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"328",21,"migrou",30,0.167008898015058,"Não",0,1,"NÃO",5,1.57142857142857,1,1.04761904761905,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"329",29,"migrou",41,1.16632443531828,"Sim",0.916666666666667,1.04166666666667,"NÃO",8.04166666666667,1.04166666666667,1,1.25,"Nordeste",37813,"PP-II",13103.5,132,11.8795123370269,632.34,69.33,0,4.7,3529.759,5.358,5.358,93
"330",25,"migrou",33,2.08350444900753,"Não",0,1,"NÃO",6.8,7.646,3.48,1.96,"Nordeste",16616,"PP-I",7971.94,107,7.36037554164661,744.07,0,11.793,5.8,6378.551,35.657,11.886,334
"331",37,"migrou",52,19.0855578370979,"Não",0,1,"NÃO",6.45945945945946,2.10810810810811,1,NA,"Nordeste",10606,"PP-I",6066.08,73,5.33660192343956,594.03,0,0,7.8,19513.756,18.428,9.214,286
"332",28,"migrou",62,27.0006844626968,"Sim",9.5,1.82608695652174,"NÃO",6.39130434782609,2.8695652173913,1,1.30434782608696,"Nordeste",5974,"PP-I",10025.47,139,13.1402745229327,672.23,0,31.158,5,11673.278,15.625,15.625,286
"333",9,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",10,2,1,1,"Nordeste",20213,"PP-II",7711.7,115,8.30158808687478,638.13,0,28.458,5.3,2298.4,4.762,4.762,412
"334",68,"migrou",73,41.0841889117043,"Não",0,1.42647058823529,"NÃO",15.4615384615385,4.75641025641026,2.82051282051282,1,"Nordeste",84168,"MP",11465.94,60,10.1261762189906,672.9,15.19,28.497,4.7,1839.299,2.296,4.592,169
"335",68,"permanece",37,0.0848733744010951,"Não",0,1.10294117647059,"SIM",4.38235294117647,2.71323529411765,1.13235294117647,1.04411764705882,"Nordeste",84168,"MP",11465.94,60,10.1261762189906,672.9,15.19,28.497,4.7,1839.299,2.296,4.592,169
"336",22,"migrou",36,0.0848733744010951,"Não",0,1,"NÃO",17.6363636363636,4.63636363636364,3.22727272727273,1,"Nordeste",84168,"MP",11465.94,60,10.1261762189906,672.9,15.19,28.497,4.7,1839.299,2.296,4.592,169
"337",67,"migrou",39,5.50308008213552,"Sim",0.166666666666667,2.25373134328358,"SIM",7,1.71794871794872,1,NA,"Nordeste",82177,"MP",15163.81,139,15.0297528505543,620.15,0,19.733,6.4,5017.091,6.323,5.058,213
"338",67,"migrou",35,5.99863107460643,"Não",0,1.77358490566038,"NÃO",6.80434782608696,2.28260869565217,1.04347826086957,NA,"Nordeste",82177,"MP",15163.81,139,15.0297528505543,620.15,0,19.733,6.4,5017.091,6.323,5.058,213
"339",73,"migrou",42,0.503764544832307,"Sim",0.5,2.33823529411765,"NÃO",11.7878787878788,1.12121212121212,0.954545454545455,NA,"Nordeste",82177,"MP",15163.81,139,15.0297528505543,620.15,0,19.733,6.4,5017.091,6.323,5.058,213
"340",26,"migrou",37,2.08350444900753,"Sim",0.666666666666667,1.38461538461538,"NÃO",4.61538461538461,1.88461538461538,1,NA,"Nordeste",82177,"MP",15163.81,139,15.0297528505543,620.15,0,19.733,6.4,5017.091,6.323,5.058,213
"341",47,"migrou",32,0,"Não",0,1.51063829787234,"NÃO",4.14893617021277,1.59574468085106,1.04255319148936,1.02127659574468,"Nordeste",20874,"PP-II",18103.3,172,14.4677589345597,788.28,0,54.179,5.4,2626.346,22.719,9.088,196
"342",11,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",7,2,1,1,"Nordeste",20874,"PP-II",18103.3,172,14.4677589345597,788.28,0,54.179,5.4,2626.346,22.719,9.088,196
"343",36,"migrou",45,14.9979466119097,"Não",0,1,"NÃO",4,1.05555555555556,0.972222222222222,NA,"Nordeste",27214,"PP-II",11790.78,99,11.6153450429926,872.42,1.84,20.652,5.1,1826.526,3.619,7.238,70
"344",68,"migrou",77,45.0841889117043,"Não",0,1,"SIM",4.76470588235294,2.66176470588235,1.72058823529412,NA,"Nordeste",18606,"PP-I",9532.75,110,8.84123401053424,772.06,0,10.816,5,6789.673,26.392,5.278,283
"345",68,"migrou",30,0.0848733744010951,"Não",0,1,"SIM",3.95588235294118,2.36764705882353,1,NA,"Nordeste",13854,"PP-I",8134.89,140,6.42413743323228,719.9,1.29,37.929,5.7,3487.048,44.281,18.978,443
"346",67,"migrou",37,4.50376454483231,"Não",0,1,"NÃO",7.02941176470588,1.47058823529412,1,NA,"Nordeste",30628,"PP-II",7087.06,92,5.92921509729659,473.49,0,33.896,5.3,2504.077,6.208,18.624,236
"347",67,"permanece",48,13.5030800821355,"Não",0,1.67164179104478,"SIM",6.73134328358209,1.02611940298507,1.05223880597015,1,"Nordeste",30628,"PP-II",7087.06,92,5.92921509729659,473.49,0,33.896,5.3,2504.077,6.208,18.624,236
"348",20,"migrou",34,1.08418891170431,"Não",0,1,"NÃO",6.8,1,1,1,"Nordeste",30628,"PP-II",7087.06,92,5.92921509729659,473.49,0,33.896,5.3,2504.077,6.208,18.624,236
"349",16,"migrou",32,1.58521560574949,"Não",0,1,"NÃO",4.1875,2.5625,2.1875,1,"Nordeste",30628,"PP-II",7087.06,92,5.92921509729659,473.49,0,33.896,5.3,2504.077,6.208,18.624,236
"350",14,"migrou",32,0.167008898015058,"Não",0,1,"NÃO",9.07142857142857,2.92857142857143,3,2,"Nordeste",30628,"PP-II",7087.06,92,5.92921509729659,473.49,0,33.896,5.3,2504.077,6.208,18.624,236
"351",68,"migrou",34,3.58658453114305,"Não",0,1.19117647058824,"SIM",6.67901234567901,2,1.56111111111111,NA,"Nordeste",16954,"PP-I",7585.87,82,7.50265424088711,686.14,0,11.299,4.4,2204.058,5.675,17.024,533
"352",52,"migrou",40,4.67077344284736,"Não",0,1,"SIM",3.95744680851064,1,1.23404255319149,NA,"Nordeste",16954,"PP-I",7585.87,82,7.50265424088711,686.14,0,11.299,4.4,2204.058,5.675,17.024,533
"353",68,"migrou",49,19.0006844626968,"Não",0,1.44117647058824,"SIM",3.02941176470588,1.08823529411765,1.08088235294118,NA,"Nordeste",16954,"PP-I",7585.87,82,7.50265424088711,686.14,0,11.299,4.4,2204.058,5.675,17.024,533
"354",10,"migrou",33,0.0848733744010951,"Não",0,1,"NÃO",8.2,2.9,1.8,1.4,"Nordeste",40183,"PP-II",11498.36,117,11.1315730532812,549.97,100,41.187,5.5,2719.81,4.577,2.289,223
"355",8,"migrou",32,0.167008898015058,"Não",0,1,"NÃO",4,1,1,1,"Nordeste",47640,"PP-II",11349.88,112,9.97481108312343,601.23,16.28,27.138,4.8,2461.999,4.26,4.26,321
"356",7,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",9,1,1,1,"Nordeste",47640,"PP-II",11349.88,112,9.97481108312343,601.23,16.28,27.138,4.8,2461.999,4.26,4.26,321
"357",67,"permanece",37,5.08418891170431,"Não",0,1,"SIM",4.40298507462687,1.67164179104478,1.1044776119403,1,"Nordeste",10822,"PP-I",8474.37,84,7.76196636481242,259.33,6.32,15.385,4.4,3518.012,7.729,15.458,84
"358",67,"migrou",39,5.08418891170431,"Sim",1,1.98507462686567,"SIM",3.6865671641791,1.70149253731343,1,NA,"Nordeste",10822,"PP-I",8474.37,84,7.76196636481242,259.33,6.32,15.385,4.4,3518.012,7.729,15.458,84
"359",61,"migrou",33,0,"Não",0,1.54098360655738,"SIM",5.42622950819672,1.13114754098361,1,NA,"Nordeste",10822,"PP-I",8474.37,84,7.76196636481242,259.33,6.32,15.385,4.4,3518.012,7.729,15.458,84
"360",34,"migrou",30,0.58590006844627,"Não",0,1.52941176470588,"NÃO",4.94117647058824,2.17647058823529,1,1,"Nordeste",203023,"GP",21946.78,62,23.5352644774237,1178.89,96.52,29.196,6.9,3035.916,0.968,4.839,232
"361",67,"migrou",38,0.167008898015058,"Não",0,2,"NÃO",16.85,6.85,4.1,1.25,"Nordeste",203023,"GP",21946.78,62,23.5352644774237,1178.89,96.52,29.196,6.9,3035.916,0.968,4.839,232
"362",67,"permanece",37,0.167008898015058,"Não",0,1.24590163934426,"NÃO",19.2424242424242,8.57575757575758,4.90909090909091,1.33333333333333,"Nordeste",203023,"GP",21946.78,62,23.5352644774237,1178.89,96.52,29.196,6.9,3035.916,0.968,4.839,232
"363",46,"migrou",36,0.0848733744010951,"Não",0,1.6304347826087,"NÃO",17,4.07692307692308,4.53846153846154,2.5,"Nordeste",203023,"GP",21946.78,62,23.5352644774237,1178.89,96.52,29.196,6.9,3035.916,0.968,4.839,232
"364",68,"migrou",33,0.0848733744010951,"Não",0,1.95652173913043,"NÃO",5.19444444444444,2.36111111111111,1.13888888888889,1.05555555555556,"Nordeste",203023,"GP",21946.78,62,23.5352644774237,1178.89,96.52,29.196,6.9,3035.916,0.968,4.839,232
"365",67,"migrou",32,0.167008898015058,"Não",0,1.19230769230769,"NÃO",12,5,3.17647058823529,1,"Nordeste",203023,"GP",21946.78,62,23.5352644774237,1178.89,96.52,29.196,6.9,3035.916,0.968,4.839,232
"366",68,"permanece",32,0.0848733744010951,"Não",0,1.17647058823529,"NÃO",17,4.90322580645161,5.45161290322581,4.37096774193548,"Nordeste",203023,"GP",21946.78,62,23.5352644774237,1178.89,96.52,29.196,6.9,3035.916,0.968,4.839,232
"367",68,"permanece",30,0.0848733744010951,"Não",0,1.92647058823529,"SIM",8.04597701149425,4.90229885057471,2.83333333333333,1.06896551724138,"Nordeste",30652,"PP-II",11995.51,94,9.06629257470964,672.22,6.34,32.576,5.3,1223.61,3.258,6.516,214
"368",41,"migrou",32,0.0848733744010951,"Não",0,1,"SIM",6.51219512195122,1.17073170731707,1.04878048780488,NA,"Nordeste",24815,"PP-II",9137.7,136,6.30666935321378,642.03,0,15.238,5,3127.778,19.432,19.432,288
"369",68,"permanece",29,0.0848733744010951,"Não",0,1,"NÃO",5.95588235294118,1.22058823529412,1.01470588235294,NA,"Nordeste",24815,"PP-II",9137.7,136,6.30666935321378,642.03,0,15.238,5,3127.778,19.432,19.432,288
"370",68,"permanece",39,0.58590006844627,"Não",0,1.97058823529412,"NÃO",5.41176470588235,1.5,1,1.23529411764706,"Nordeste",7529,"PP-I",8003.82,121,11.2498339752955,621.42,1.96,23.277,5.1,6697.916,11.203,11.203,437
"371",36,"migrou",32,0.167008898015058,"Não",0,1,"SIM",5,2.73611111111111,1,1.02777777777778,"Nordeste",17154,"PP-I",6913.78,124,7.4851346624694,586.56,0,10.424,4.5,7660.186,10.527,26.319,146
"372",13,"migrou",31,0.167008898015058,"Não",0,1,"NÃO",7.69230769230769,1.53846153846154,1.46153846153846,2.21153846153846,"Nordeste",17154,"PP-I",6913.78,124,7.4851346624694,586.56,0,10.424,4.5,7660.186,10.527,26.319,146
"373",68,"permanece",40,4.50376454483231,"Não",0,1.86764705882353,"SIM",4.87951807228916,1.65060240963855,1.26506024096386,NA,"Nordeste",58415,"MP",14030.96,174,6.76367371394334,626.95,2.15,53.65,5.1,1485.046,1.801,1.801,128
"374",11,"migrou",32,0.58590006844627,"Não",0,1,"NÃO",9,1.72727272727273,1,1,"Nordeste",58415,"MP",14030.96,174,6.76367371394334,626.95,2.15,53.65,5.1,1485.046,1.801,1.801,128
"375",68,"permanece",34,2.41752224503765,"Não",0,2,"SIM",5.26086956521739,3.15797101449275,1.60869565217391,NA,"Nordeste",15412,"PP-I",7126.02,115,6.18998183233844,616.1,0,24.584,4.8,5377.585,6.244,6.244,112
"376",12,"migrou",31,1.08418891170431,"Não",0,1,"NÃO",4,1.58333333333333,1.08333333333333,NA,"Nordeste",15412,"PP-I",7126.02,115,6.18998183233844,616.1,0,24.584,4.8,5377.585,6.244,6.244,112
"377",68,"migrou",33,1.58521560574949,"Não",0,1.36764705882353,"SIM",10.9462365591398,4.75806451612903,2.81290322580645,NA,"Nordeste",15412,"PP-I",7126.02,115,6.18998183233844,616.1,0,24.584,4.8,5377.585,6.244,6.244,112
"378",18,"migrou",30,0.167008898015058,"Não",0,1,"NÃO",6,1,1,NA,"Nordeste",32767,"PP-II",16693.34,165,10.4586931974242,634.16,0,8.623,5.5,2763.332,14.48,8.688,314
"379",37,"migrou",38,4.50376454483231,"Sim",2.08333333333333,1.875,"NÃO",1,1.6551724137931,1.17241379310345,NA,"Nordeste",32767,"PP-II",16693.34,165,10.4586931974242,634.16,0,8.623,5.5,2763.332,14.48,8.688,314
"380",68,"permanece",35,3.58658453114305,"Não",0,1,"NÃO",4.60294117647059,4.34558823529412,1.70588235294118,NA,"Nordeste",17470,"PP-I",7974.8,133,7.75615340583858,666.84,0,10.088,4.4,3623.733,5.048,10.095,96
"381",68,"permanece",66,32.0848733744011,"Não",0,1.02941176470588,"SIM",4.17142857142857,2.28571428571429,1.45142857142857,NA,"Nordeste",17470,"PP-I",7974.8,133,7.75615340583858,666.84,0,10.088,4.4,3623.733,5.048,10.095,96
"382",37,"migrou",35,2.08350444900753,"Não",0,1.13513513513514,"NÃO",7,3.5952380952381,1.25,1,"Nordeste",20189,"PP-II",13525.23,44,13.5370746446084,547.37,0,18.307,5,3177.246,4.603,4.603,118
"383",48,"migrou",30,0.58590006844627,"Não",0,1,"NÃO",3,2.38541666666667,1.10416666666667,NA,"Nordeste",20189,"PP-II",13525.23,44,13.5370746446084,547.37,0,18.307,5,3177.246,4.603,4.603,118
