"","meses_no_local_alocado","churn","idade","anos_formacao","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","tx_pop_ocupada_2019","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"120",67,"migrou",58,25.9137577002053,"Sim",8.41666666666667,1.04477611940298,"NÃO",5.97058823529412,2.45588235294118,1,1,"Nordeste",10187,"PP-I",7351.35,129,5.10454500834397,680.35,0,23.145,4.2,2294.579,0,11.307,492
"121",33,"migrou",32,0.246406570841889,"Não",0,1,"NÃO",5.84848484848485,3.84848484848485,1.06060606060606,NA,"Nordeste",33594,"PP-II",20472.18,338,8.78132999940465,714.07,38.89,39.534,3.9,3980.747,5.652,16.957,393
"122",29,"migrou",34,0.0848733744010951,"Não",0,1,"NÃO",9.31034482758621,3.17241379310345,1,NA,"Nordeste",33594,"PP-II",20472.18,338,8.78132999940465,714.07,38.89,39.534,3.9,3980.747,5.652,16.957,393
"123",67,"migrou",41,5.08418891170431,"Não",0,1,"NÃO",8.59701492537313,3.06716417910448,1.25373134328358,1,"Nordeste",20037,"PP-II",16001.37,203,14.6179567799571,554.75,35.16,27.001,3,2499.088,9.027,4.513,231
"124",66,"permanece",42,4,"Sim",1.08333333333333,1.34848484848485,"SIM",6.15151515151515,2.03030303030303,1.11363636363636,1,"Nordeste",13715,"PP-I",8419.05,127,6.24134159679183,460.35,52.54,0,3.5,5681.062,6.079,6.079,493
"125",68,"migrou",53,22.9158110882957,"Não",0,2.30882352941176,"SIM",8.01470588235294,2.09558823529412,1.22058823529412,NA,"Nordeste",39509,"PP-II",11475.66,61,15.5002657622314,537.88,4.62,69.163,3.9,6417.154,4.657,4.657,906
"126",44,"migrou",36,0.161533196440794,"Não",0,1.18181818181818,"SIM",7.36538461538461,1.55769230769231,1.67307692307692,NA,"Nordeste",22633,"PP-II",7306.61,68,6.32704458092166,418.19,0,17.712,3.5,3954.67,10.656,7.104,209
"127",32,"migrou",31,0,"Não",0,1.1875,"NÃO",6.78947368421053,1.21052631578947,1.34210526315789,1,"Nordeste",22633,"PP-II",7306.61,68,6.32704458092166,418.19,0,17.712,3.5,3954.67,10.656,7.104,209
"128",68,"migrou",36,0.16974674880219,"Não",0,1,"SIM",6,3.13308823529412,1.40514705882353,1.04411764705882,"Nordeste",13243,"PP-I",7755.68,103,7.32462432983463,596.59,0,58.919,4,7540.261,22.057,0,226
"129",68,"permanece",32,0.251882272416153,"Não",0,1,"SIM",9.52941176470588,3.11470588235294,1.84191176470588,1.91176470588235,"Nordeste",13243,"PP-I",7755.68,103,7.32462432983463,596.59,0,58.919,4,7540.261,22.057,0,226
"130",33,"migrou",36,4.25188227241615,"Não",0,1,"NÃO",6,1.6969696969697,1.03030303030303,NA,"Nordeste",23334,"PP-II",9286.6,120,7.61549670009428,504.22,0,76.147,3.5,5472.984,7.665,3.833,474
"131",73,"migrou",37,3.08555783709788,"Sim",0.75,1.25,"SIM",4.05882352941176,1.5,1.10294117647059,1.02941176470588,"Nordeste",23334,"PP-II",9286.6,120,7.61549670009428,504.22,0,76.147,3.5,5472.984,7.665,3.833,474
"132",49,"migrou",38,3.16769336071184,"Não",0,1,"SIM",4,1.19387755102041,1.06377551020408,NA,"Nordeste",12621,"PP-I",7097.14,127,5.43538546866334,689.74,16.83,8.105,3.3,4075.436,47.981,15.994,605
"133",68,"permanece",60,24.0848733744011,"Não",0,1,"NÃO",13.7391304347826,1,1,1.10869565217391,"Nordeste",40586,"PP-II",9657.76,98,9.77677031488691,445.61,61.15,24.385,3.7,6543.097,4.854,12.136,712
"134",11,"migrou",38,6.50239561943874,"Não",0,1,"NÃO",42.8181818181818,17.5090909090909,7.36363636363636,2.27272727272727,"Nordeste",40586,"PP-II",9657.76,98,9.77677031488691,445.61,61.15,24.385,3.7,6543.097,4.854,12.136,712
"135",67,"migrou",36,4.50376454483231,"Não",0,1,"SIM",9,3.58955223880597,1.04477611940298,1,"Nordeste",13146,"PP-I",6924.51,91,6.96789898067853,425.44,0,0,4,2892.977,13.081,6.541,599
"136",15,"migrou",61,12.7501711156742,"Não",0,1,"NÃO",7,2,1.25,1.06666666666667,"Nordeste",28282,"PP-II",10201.28,94,12.5097234990453,406.16,5.28,48.679,3.6,8328.027,0,6.5,318
"137",24,"migrou",34,2.83641341546886,"Não",0,1,"NÃO",7,2.08333333333333,1.75,1.08333333333333,"Nordeste",29185,"PP-II",15427.56,135,14.4423505225287,587.13,44.66,71.999,3.7,2109.729,0,14.479,771
"138",67,"permanece",33,0.670773442847365,"Não",0,2.25373134328358,"SIM",6.25373134328358,1.82089552238806,1.32835820895522,NA,"Nordeste",38604,"PP-II",11979.37,120,11.649051911719,715.31,36.98,32.626,3.7,6521.346,2.505,2.505,866
"139",23,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",8.95652173913044,1.26086956521739,1,1,"Nordeste",10441,"PP-I",7443.76,102,6.4457427449478,787.96,38.23,28.832,4.4,6606.84,0,29,194
"140",67,"migrou",47,3.75359342915811,"Não",0,1.34328358208955,"NÃO",4,3.88461538461538,1.42307692307692,NA,"Nordeste",103055,"GP",21862.1,83,23.6194265198195,568.88,21.64,64.032,3.9,2415.216,1.988,4.97,180
"141",23,"migrou",39,7.08555783709788,"Não",0,1,"NÃO",3,2,1,1,"Nordeste",32828,"PP-II",77287.88,123,15.2979164128183,1422.26,0,14.818,3.9,2088.543,3.013,15.063,972
"142",33,"migrou",35,4.58590006844627,"Não",0,1,"NÃO",4,1.12121212121212,1,NA,"Nordeste",11438,"PP-I",11233.07,77,10.0542052806435,479.44,0,141.161,3.8,8300.31,16.697,8.349,104
"143",67,"permanece",72,35.9151266255989,"Não",0,1.1044776119403,"SIM",2.90540540540541,2.11216216216216,1.01351351351351,1,"Nordeste",11438,"PP-I",11233.07,77,10.0542052806435,479.44,0,141.161,3.8,8300.31,16.697,8.349,104
"144",20,"migrou",30,0.0848733744010951,"Não",0,1,"NÃO",8.65,2.4625,1.21,NA,"Nordeste",74523,"MP",11361.23,62,12.9409712437771,642.66,50.32,34.171,3.8,1889.41,7.635,11.452,382
"145",50,"migrou",33,0.670773442847365,"Não",0,1,"NÃO",8,1.4,1.5,0.966666666666667,"Nordeste",74523,"MP",11361.23,62,12.9409712437771,642.66,50.32,34.171,3.8,1889.41,7.635,11.452,382
"146",68,"migrou",34,0.0848733744010951,"Não",0,1.05882352941176,"NÃO",7.22222222222222,2.45520833333333,1,1.01736111111111,"Nordeste",74523,"MP",11361.23,62,12.9409712437771,642.66,50.32,34.171,3.8,1889.41,7.635,11.452,382
"147",21,"migrou",29,0.167008898015058,"Não",0,1,"NÃO",7.33333333333333,3.57142857142857,2,NA,"Nordeste",38154,"PP-II",30164.64,628,6.35320018870892,536.5,11.52,19.664,3.2,3140.286,2.457,2.457,623
"148",10,"migrou",38,0,"Não",0,1,"NÃO",7,1.2,1,1,"Nordeste",80435,"MP",11429.8,66,13.2218561571455,514.15,9.15,45.758,3.3,2694.305,6.218,3.731,181
"149",45,"migrou",37,0.328542094455852,"Não",0,1,"NÃO",5.62222222222222,2.91111111111111,1,1,"Nordeste",80435,"MP",11429.8,66,13.2218561571455,514.15,9.15,45.758,3.3,2694.305,6.218,3.731,181
"150",10,"migrou",33,2.08350444900753,"Não",0,1,"NÃO",7,3,1,1.3,"Nordeste",13335,"PP-I",7328.27,88,8.02399700037495,545.9,6.4,44.786,3.1,0,22.477,7.492,325
"151",57,"migrou",34,0.0848733744010951,"Não",0,1.07017543859649,"SIM",4.31147540983607,1.13114754098361,0.983606557377049,NA,"Nordeste",21006,"PP-II",9429.08,121,7.86918023421879,526.54,23.54,24.506,2.8,2158.535,9.796,34.287,481
"152",44,"migrou",32,0.0848733744010951,"Não",0,1,"SIM",7.09090909090909,1.93181818181818,1.15909090909091,NA,"Nordeste",21006,"PP-II",9429.08,121,7.86918023421879,526.54,23.54,24.506,2.8,2158.535,9.796,34.287,481
"153",21,"migrou",37,5.08418891170431,"Não",0,1,"NÃO",9,3.71428571428571,1.80952380952381,1,"Nordeste",145216,"GP",16382.96,74,18.5303272366681,834.79,54.43,42.994,4,3980.894,27.77,1.262,806
"154",68,"permanece",40,7.58658453114305,"Não",0,1.69117647058824,"NÃO",6.16666666666667,1.93333333333333,1.03333333333333,NA,"Nordeste",145216,"GP",16382.96,74,18.5303272366681,834.79,54.43,42.994,4,3980.894,27.77,1.262,806
"155",20,"migrou",31,0.58590006844627,"Não",0,1,"NÃO",6.2,2.9,1.6,NA,"Nordeste",145216,"GP",16382.96,74,18.5303272366681,834.79,54.43,42.994,4,3980.894,27.77,1.262,806
"156",68,"permanece",35,0.58590006844627,"Não",0,1,"NÃO",5.83606557377049,2.52459016393443,1,NA,"Nordeste",145216,"GP",16382.96,74,18.5303272366681,834.79,54.43,42.994,4,3980.894,27.77,1.262,806
"157",3,"migrou",60,27.0855578370979,"Não",0,1,"NÃO",6,2,1,1,"Nordeste",7110,"PP-I",10712.72,95,11.3924050632911,725.33,0,53.872,3.6,14345.75,13.346,0,99
"158",25,"migrou",34,0.167008898015058,"Não",0,1,"NÃO",6.56,3.32,1.08,1.34,"Nordeste",7110,"PP-I",10712.72,95,11.3924050632911,725.33,0,53.872,3.6,14345.75,13.346,0,99
"159",39,"migrou",38,4.25188227241615,"Sim",0.5,1.61764705882353,"NÃO",5,1,1.15151515151515,1,"Nordeste",21176,"PP-II",7031.48,94,5.4826218360408,464.36,19.73,13.323,3.6,5255.131,13.346,4.449,201
"160",25,"migrou",52,6.6694045174538,"Não",0,1,"NÃO",7,1.16,1,1,"Nordeste",15332,"PP-I",12209.23,163,7.16801460996608,685.69,34.16,73.613,3.8,11749.013,13.459,6.729,199
"161",49,"migrou",32,0.082135523613963,"Não",0,1.38775510204082,"NÃO",5,1.3469387755102,1.04081632653061,1,"Nordeste",15332,"PP-I",12209.23,163,7.16801460996608,685.69,34.16,73.613,3.8,11749.013,13.459,6.729,199
"162",32,"migrou",31,0.251882272416153,"Não",0,1,"NÃO",3.875,1.3125,1,NA,"Nordeste",16296,"PP-I",7534.88,123,5.60260186548846,604,0,12.2,4,4766.707,6.021,0,597
"163",35,"migrou",72,38.2450376454483,"Não",0,1,"NÃO",8.14285714285714,1.2,1.17142857142857,NA,"Nordeste",48736,"PP-II",9472.42,112,7.44418910045962,401.11,18.52,43.404,3.6,4727.383,5.933,1.978,264
"164",24,"migrou",35,0.167008898015058,"Não",0,1.83333333333333,"NÃO",4,1.04166666666667,1,NA,"Nordeste",24665,"PP-II",8451.64,110,6.31258868842489,569.83,0,4.125,4,7591.171,8.168,12.252,425
"165",39,"migrou",31,0.167008898015058,"Não",0,1,"NÃO",6.61538461538461,1.05128205128205,1.05128205128205,NA,"Nordeste",24665,"PP-II",8451.64,110,6.31258868842489,569.83,0,4.125,4,7591.171,8.168,12.252,425
"166",11,"migrou",30,0,"Não",0,1,"NÃO",4.45454545454545,1.09090909090909,1.09090909090909,NA,"Nordeste",16094,"PP-I",7499.73,71,11.2774947185286,410.85,0,66.58,2.8,7243.491,7.464,0,365
"167",68,"migrou",31,0.16974674880219,"Não",0,1,"NÃO",5.02173913043478,2.47826086956522,1,1,"Nordeste",13432,"PP-I",6952.63,78,5.00297796307326,640.59,0,43.206,4.4,14233.979,7.203,7.203,512
"168",68,"permanece",61,30.0835044490075,"Não",0,1,"SIM",5.79411764705882,2.02205882352941,2.20588235294118,NA,"Nordeste",18131,"PP-I",14122.82,47,13.4962219403232,909.1,9.72,73.676,3.7,2151.879,5.132,15.397,372
"169",12,"migrou",32,0.167008898015058,"Não",0,1,"NÃO",5,1,1,1,"Nordeste",15355,"PP-I",10800.51,68,8.64213611201563,544.85,28.8,0,3.8,6047.841,12.011,6.006,694
"170",68,"migrou",32,0,"Não",0,1,"SIM",5.76470588235294,1,1,1.10294117647059,"Nordeste",24362,"PP-II",8286.59,82,12.4168787455874,427.27,0,10.536,4.1,2237.863,10.665,10.665,247
"171",23,"migrou",31,0.0848733744010951,"Não",0,1,"NÃO",7,1.8695652173913,1.17391304347826,1,"Nordeste",24362,"PP-II",8286.59,82,12.4168787455874,427.27,0,10.536,4.1,2237.863,10.665,10.665,247
"172",67,"permanece",35,3.16769336071184,"Não",0,1,"SIM",8,2.61194029850746,1.25373134328358,NA,"Nordeste",13800,"PP-I",6768.84,97,6.40579710144928,618.27,0,113.443,2.9,9426.897,0,0,297
"173",29,"migrou",50,11.7535934291581,"Sim",1.91666666666667,1,"NÃO",5.22222222222222,1,1,NA,"Nordeste",8101,"PP-I",9929.95,135,8.55449944451302,495.27,21.72,10.905,3.4,5086.021,10.953,32.859,323
"174",73,"permanece",37,5.58521560574949,"Sim",4.58333333333333,2,"SIM",12.9558823529412,3.31617647058824,1.25,1.04411764705882,"Nordeste",370879,"GP",21459.83,87,22.3191391262379,752.09,82.96,51.406,4.6,3083.584,1.18,2.951,518
"175",73,"migrou",60,22.0835044490075,"Sim",11,2,"SIM",10.7647058823529,2.81617647058824,1,1,"Nordeste",370879,"GP",21459.83,87,22.3191391262379,752.09,82.96,51.406,4.6,3083.584,1.18,2.951,518
"176",73,"permanece",47,16.5859000684463,"Sim",10.25,3.16176470588235,"SIM",7,2.86764705882353,1,NA,"Nordeste",370879,"GP",21459.83,87,22.3191391262379,752.09,82.96,51.406,4.6,3083.584,1.18,2.951,518
"177",26,"migrou",42,11.1676933607118,"Não",0,1,"NÃO",16.3846153846154,5.17307692307692,2.03846153846154,1,"Nordeste",370879,"GP",21459.83,87,22.3191391262379,752.09,82.96,51.406,4.6,3083.584,1.18,2.951,518
"178",68,"migrou",32,0.167008898015058,"Não",0,1.17647058823529,"NÃO",6.3,2.05,1.05,NA,"Nordeste",65264,"MP",11302.66,98,6.98240990438833,552.42,5.27,15.964,5.3,2811.92,0,3.197,237
"179",73,"permanece",72,37.9986310746064,"Sim",13.4166666666667,1.97058823529412,"SIM",9.89705882352941,1.875,1.80514705882353,NA,"Nordeste",44962,"PP-II",8523.35,104,6.73679996441439,555.05,6.67,29.482,5.5,3131.921,5.563,5.563,352
"180",68,"migrou",30,0,"Não",0,1.67692307692308,"NÃO",5.69565217391304,1.23913043478261,1.51304347826087,NA,"Nordeste",14155,"PP-I",10667.09,117,11.0490992582126,704.5,0,64.155,5.8,8775.339,5.849,5.849,250
"181",68,"migrou",30,0,"Não",0,1.07352941176471,"SIM",6.85294117647059,1.89705882352941,1.20220588235294,NA,"Nordeste",14155,"PP-I",10667.09,117,11.0490992582126,704.5,0,64.155,5.8,8775.339,5.849,5.849,250
"182",30,"migrou",61,29.4182067077344,"Não",0,1,"NÃO",12.7,4.13333333333333,3.06666666666667,1,"Nordeste",42156,"PP-II",11890.58,94,7.77825220609166,480.29,0,20.713,5.2,3102.954,9.274,6.956,176
"183",68,"permanece",33,0.58590006844627,"Não",0,1.17647058823529,"NÃO",12.741935483871,6.41935483870968,2.03225806451613,1.93548387096774,"Nordeste",42156,"PP-II",11890.58,94,7.77825220609166,480.29,0,20.713,5.2,3102.954,9.274,6.956,176
"184",68,"migrou",36,4.58590006844627,"Não",0,1,"NÃO",12.8676470588235,6.95588235294118,2.02941176470588,1.97058823529412,"Nordeste",42156,"PP-II",11890.58,94,7.77825220609166,480.29,0,20.713,5.2,3102.954,9.274,6.956,176
"185",5,"migrou",41,11.4989733059548,"Não",0,1,"NÃO",7,2.6,3,1.9,"Nordeste",75113,"MP",18865.58,126,15.6444290602159,821.26,13.78,17.439,5.2,2996.764,0,5.399,151
"186",68,"permanece",38,4.33401779603012,"Não",0,2.73529411764706,"NÃO",6,6.52941176470588,2.20588235294118,NA,"Nordeste",75113,"MP",18865.58,126,15.6444290602159,821.26,13.78,17.439,5.2,2996.764,0,5.399,151
"187",8,"migrou",52,0.58590006844627,"Não",0,1,"NÃO",6,1,1,NA,"Nordeste",75113,"MP",18865.58,126,15.6444290602159,821.26,13.78,17.439,5.2,2996.764,0,5.399,151
"188",68,"permanece",39,9.50308008213552,"Não",0,1.29411764705882,"SIM",7.55714285714286,2.07142857142857,1.20857142857143,NA,"Nordeste",53114,"MP",16311.37,145,8.89407689121512,490.02,7.48,18.666,5.4,1499.032,0,9.36,86
"189",68,"permanece",34,4.08487337440109,"Não",0,1,"SIM",4.45588235294118,2.13235294117647,1.23529411764706,NA,"Nordeste",53114,"MP",16311.37,145,8.89407689121512,490.02,7.48,18.666,5.4,1499.032,0,9.36,86
"190",48,"migrou",30,0.246406570841889,"Não",0,1,"NÃO",8.82608695652174,1.06521739130435,1.02173913043478,1,"Nordeste",50411,"MP",8623.52,96,8.16290095415683,415.39,39.47,12.851,4.8,3349.499,1.837,7.348,221
"191",10,"migrou",31,0.0848733744010951,"Não",0,1.4,"NÃO",11,2,1.1,NA,"Nordeste",62326,"MP",11291.35,80,9.90597824342971,626.47,36.24,4.712,5.2,4258.058,3.154,6.308,359
"192",68,"permanece",38,3.58658453114305,"Não",0,1,"NÃO",6.82142857142857,1,1.07142857142857,NA,"Nordeste",25135,"PP-II",9753.56,113,8.53391684901532,593.53,8.48,29.169,5.8,2662.615,29.187,21.891,511
"193",68,"permanece",32,2.08350444900753,"Não",0,1,"SIM",5.70588235294118,1,1,NA,"Nordeste",25135,"PP-II",9753.56,113,8.53391684901532,593.53,8.48,29.169,5.8,2662.615,29.187,21.891,511
"194",71,"migrou",33,2.08350444900753,"Não",0,1.32352941176471,"NÃO",11.75,4.96323529411765,2.31617647058824,1,"Nordeste",74174,"MP",11544.41,136,10.6061423140184,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"195",68,"migrou",36,2.50239561943874,"Não",0,1.61764705882353,"NÃO",5.32786885245902,3.50819672131148,2.57377049180328,NA,"Nordeste",74174,"MP",11544.41,136,10.6061423140184,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"196",69,"migrou",42,0,"Não",0,1.16176470588235,"NÃO",13.258064516129,2.51612903225806,2.61290322580645,NA,"Nordeste",74174,"MP",11544.41,136,10.6061423140184,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"197",24,"migrou",40,0.0848733744010951,"Não",0,1,"NÃO",10,4.70833333333333,1.25,NA,"Nordeste",74174,"MP",11544.41,136,10.6061423140184,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"198",49,"migrou",34,0,"Não",0,1,"NÃO",10.4285714285714,2,1.78571428571429,NA,"Nordeste",74174,"MP",11544.41,136,10.6061423140184,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"199",35,"migrou",33,1.91649555099247,"Não",0,1,"NÃO",4.6,3.88571428571429,1.91428571428571,NA,"Nordeste",74174,"MP",11544.41,136,10.6061423140184,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"200",5,"migrou",40,9.08418891170431,"Não",0,1.8,"NÃO",5,2,1.8,1,"Nordeste",17254,"PP-I",8733.16,114,6.3057841659905,857,0,45.101,4.7,3337.739,11.24,11.24,110
"201",39,"migrou",30,0.58590006844627,"Não",0,1.28205128205128,"NÃO",6,2,1,1,"Nordeste",17254,"PP-I",8733.16,114,6.3057841659905,857,0,45.101,4.7,3337.739,11.24,11.24,110
"202",67,"permanece",31,0.167008898015058,"Não",0,1,"NÃO",4.71641791044776,1.23880597014925,1,1,"Nordeste",17254,"PP-I",8733.16,114,6.3057841659905,857,0,45.101,4.7,3337.739,11.24,11.24,110
"203",32,"migrou",32,0.0848733744010951,"Não",0,1,"NÃO",4.78125,1,1.5625,1,"Nordeste",10243,"PP-I",5748.05,85,9.24533827980084,602.03,11.26,9.663,4.9,8747.968,4.863,9.727,406
"204",68,"migrou",46,7.08555783709788,"Não",0,1,"SIM",9.44117647058824,1.89705882352941,2.33823529411765,NA,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"205",68,"migrou",38,4.08487337440109,"Não",0,1,"NÃO",7.70588235294118,2.08823529411765,2.38235294117647,NA,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"206",68,"migrou",39,7.58658453114305,"Não",0,1,"SIM",15.5238095238095,2.0952380952381,2.3968253968254,1,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"207",48,"migrou",38,6.49691991786448,"Não",0,1,"NÃO",4.47619047619048,2.04761904761905,1.0952380952381,NA,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"208",31,"migrou",44,13.0841889117043,"Sim",4.33333333333333,1,"NÃO",16.3548387096774,2,2.0241935483871,NA,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"209",68,"permanece",68,23.0855578370979,"Não",0,1,"NÃO",7.60294117647059,2.69117647058824,2.39705882352941,NA,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"210",68,"permanece",48,12.4188911704312,"Não",0,1.73529411764706,"SIM",16.5,2.75,4.14705882352941,NA,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"211",53,"migrou",47,18.0835044490075,"Sim",7.75,1,"SIM",23.7169811320755,4.41037735849057,8.16981132075472,3.19811320754717,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"212",22,"migrou",34,2.08350444900753,"Não",0,1,"NÃO",9,2,1.95454545454545,NA,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"213",23,"migrou",33,2.99794661190965,"Não",0,1,"NÃO",16,2,2,1,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"214",68,"permanece",35,1.08418891170431,"Não",0,1,"NÃO",20.0789473684211,5.78947368421053,6.68421052631579,3.26315789473684,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"215",68,"permanece",34,3.58658453114305,"Sim",0.333333333333333,1.41176470588235,"SIM",9.35294117647059,2.89705882352941,2.14705882352941,1,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"216",32,"migrou",33,1.08418891170431,"Não",0,1,"NÃO",7,1.65625,1,1,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"217",68,"permanece",33,1.08418891170431,"Não",0,1,"SIM",7.78333333333333,1.86666666666667,1.05,1,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"218",21,"migrou",34,1.08418891170431,"Não",0,1,"NÃO",5.38095238095238,1.42857142857143,1,1,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"219",34,"migrou",42,0.750171115674196,"Não",0,1,"NÃO",6,1.14705882352941,1.08823529411765,1,"Nordeste",355679,"GP",19136.37,119,12.1275082307361,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"220",68,"migrou",51,14.5023956194387,"Não",0,1,"NÃO",6,2,1.23529411764706,1,"Nordeste",12462,"PP-I",7305.39,92,14.981543893436,639.07,0,0,5,3158.557,7.665,7.665,403
"221",34,"migrou",33,1.67008898015058,"Não",0,1,"NÃO",6,2.23529411764706,1.32352941176471,1.02941176470588,"Nordeste",12113,"PP-I",9211.78,169,5.96053826467432,780.73,0,22.188,4.9,2160.406,14.841,22.262,189
"222",63,"migrou",32,2.08350444900753,"Não",0,1,"SIM",7.71428571428571,1.79365079365079,1,1,"Nordeste",12113,"PP-I",9211.78,169,5.96053826467432,780.73,0,22.188,4.9,2160.406,14.841,22.262,189
"223",46,"migrou",33,0.0848733744010951,"Não",0,2.52173913043478,"SIM",6.61538461538461,3.26923076923077,1.54230769230769,1.08461538461538,"Nordeste",12113,"PP-I",9211.78,169,5.96053826467432,780.73,0,22.188,4.9,2160.406,14.841,22.262,189
"224",38,"migrou",42,5.99863107460643,"Não",0,1,"SIM",2.94736842105263,1,1,NA,"Nordeste",20163,"PP-II",14195.62,184,8.45608292416803,606.36,0,108.567,5.4,3770.181,15.508,15.508,69
"225",38,"migrou",34,0.58590006844627,"Não",0,1.07894736842105,"NÃO",13.0526315789474,3,2.23684210526316,1.05263157894737,"Nordeste",20953,"PP-II",7603.38,108,7.14456163795161,493.98,9.3,38.9,5.7,8249.195,0,8.599,284
"226",21,"migrou",30,0.0848733744010951,"Não",0,1,"NÃO",5,1.76190476190476,1.0952380952381,1,"Nordeste",20953,"PP-II",7603.38,108,7.14456163795161,493.98,9.3,38.9,5.7,8249.195,0,8.599,284
"227",68,"migrou",39,5.08418891170431,"Não",0,1.44117647058824,"NÃO",4,1,1,NA,"Nordeste",131050,"GP",13317.18,64,15.2430370087753,825.03,26.98,20.436,5,2652.983,0,6.09,503
"228",37,"migrou",39,6.08350444900753,"Sim",0.166666666666667,1,"NÃO",8.86486486486486,3.27027027027027,4.82432432432432,2.13513513513514,"Nordeste",131050,"GP",13317.18,64,15.2430370087753,825.03,26.98,20.436,5,2652.983,0,6.09,503
