"","meses_no_local_alocado","churn","idade","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","pop_ocupada_2019","var_taxa_ocupacao","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"125",72,"migrou",37,"Sim",0.75,1.25373134328358,"SIM",4.02985074626866,1.49253731343284,1.1044776119403,1.02985074626866,"Nordeste",23334,"PP-II",9286.6,120,1777,10.5782768179171,504.22,0,76.147,3.5,5472.984,7.665,3.833,474
"126",49,"migrou",38,"Não",0,1,"SIM",4,1.19387755102041,1.06377551020408,NA,"Nordeste",12621,"PP-I",7097.14,127,686,74.187517413596,689.74,16.83,8.105,3.3,4075.436,47.981,15.994,605
"127",67,"permanece",60,"Não",0,1,"NÃO",13.7391304347826,1,1,1.10869565217391,"Nordeste",40586,"PP-II",9657.76,98,3968,24.9585436866959,445.61,61.15,24.385,3.7,6543.097,4.854,12.136,712
"128",11,"migrou",38,"Não",0,1,"NÃO",42.8181818181818,17.5090909090909,7.36363636363636,2.27272727272727,"Nordeste",40586,"PP-II",9657.76,98,3968,24.9585436866959,445.61,61.15,24.385,3.7,6543.097,4.854,12.136,712
"129",66,"migrou",36,"Não",0,1,"SIM",9,3.5719696969697,1.04545454545455,1,"Nordeste",13146,"PP-I",6924.51,91,916,28.8756846426373,425.44,0,0,4,2892.977,13.081,6.541,599
"130",15,"migrou",61,"Não",0,1,"NÃO",7,2,1.25,1.06666666666667,"Nordeste",28282,"PP-II",10201.28,94,3538,25.0010385208853,406.16,5.28,48.679,3.6,8328.027,0,6.5,318
"131",24,"migrou",34,"Não",0,1,"NÃO",7,2.08333333333333,1.75,1.08333333333333,"Nordeste",29185,"PP-II",15427.56,135,4215,35.7115900263663,587.13,44.66,71.999,3.7,2109.729,0,14.479,771
"132",66,"permanece",33,"Não",0,2.24242424242424,"SIM",6.31818181818182,1.83333333333333,1.31818181818182,NA,"Nordeste",38604,"PP-II",11979.37,120,4497,21.2397711101164,715.31,36.98,32.626,3.7,6521.346,2.505,2.505,866
"133",23,"migrou",31,"Não",0,1,"NÃO",8.95652173913044,1.26086956521739,1,1,"Nordeste",10441,"PP-I",7443.76,102,673,29.2900748508449,787.96,38.23,28.832,4.4,6606.84,0,29,194
"134",66,"migrou",47,"Não",0,1.34848484848485,"NÃO",4,3.88461538461538,1.42307692307692,NA,"Nordeste",103055,"GP",21862.1,83,24341,10.9454580230139,568.88,21.64,64.032,3.9,2415.216,1.988,4.97,180
"135",23,"migrou",39,"Não",0,1,"NÃO",3,2,1,1,"Nordeste",32828,"PP-II",77287.88,123,5022,11.4366789734375,1422.26,0,14.818,3.9,2088.543,3.013,15.063,972
"136",33,"migrou",35,"Não",0,1,"NÃO",4,1.12121212121212,1,NA,"Nordeste",11438,"PP-I",11233.07,77,1150,-21.1364472349527,479.44,0,141.161,3.8,8300.31,16.697,8.349,104
"137",66,"permanece",72,"Não",0,1.10606060606061,"SIM",2.94520547945205,2.1013698630137,1.01369863013699,1,"Nordeste",11438,"PP-I",11233.07,77,1150,-21.1364472349527,479.44,0,141.161,3.8,8300.31,16.697,8.349,104
"138",20,"migrou",30,"Não",0,1,"NÃO",8.65,2.4625,1.21,NA,"Nordeste",74523,"MP",11361.23,62,9644,2.51800500219791,642.66,50.32,34.171,3.8,1889.41,7.635,11.452,382
"139",50,"migrou",33,"Não",0,1,"NÃO",8,1.4,1.5,0.966666666666667,"Nordeste",74523,"MP",11361.23,62,9644,2.51800500219791,642.66,50.32,34.171,3.8,1889.41,7.635,11.452,382
"140",67,"migrou",34,"Não",0,1.05970149253731,"NÃO",7.19718309859155,2.44753521126761,1,1.01760563380282,"Nordeste",74523,"MP",11361.23,62,9644,2.51800500219791,642.66,50.32,34.171,3.8,1889.41,7.635,11.452,382
"141",21,"migrou",29,"Não",0,1,"NÃO",7.33333333333333,3.57142857142857,2,NA,"Nordeste",38154,"PP-II",30164.64,628,2424,30.7857629606332,536.5,11.52,19.664,3.2,3140.286,2.457,2.457,623
"142",10,"migrou",38,"Não",0,1,"NÃO",7,1.2,1,1,"Nordeste",80435,"MP",11429.8,66,10635,9.15639087274731,514.15,9.15,45.758,3.3,2694.305,6.218,3.731,181
"143",45,"migrou",37,"Não",0,1,"NÃO",5.62222222222222,2.91111111111111,1,1,"Nordeste",80435,"MP",11429.8,66,10635,9.15639087274731,514.15,9.15,45.758,3.3,2694.305,6.218,3.731,181
"144",10,"migrou",33,"Não",0,1,"NÃO",7,3,1,1.3,"Nordeste",13335,"PP-I",7328.27,88,1070,-5.12622703771224,545.9,6.4,44.786,3.1,0,22.477,7.492,325
"145",57,"migrou",34,"Não",0,1.07017543859649,"SIM",4.31147540983607,1.13114754098361,0.983606557377049,NA,"Nordeste",21006,"PP-II",9429.08,121,1653,13.4624668785452,526.54,23.54,24.506,2.8,2158.535,9.796,34.287,481
"146",44,"migrou",32,"Não",0,1,"SIM",7.09090909090909,1.93181818181818,1.15909090909091,NA,"Nordeste",21006,"PP-II",9429.08,121,1653,13.4624668785452,526.54,23.54,24.506,2.8,2158.535,9.796,34.287,481
"147",21,"migrou",37,"Não",0,1,"NÃO",9,3.71428571428571,1.80952380952381,1,"Nordeste",145216,"GP",16382.96,74,26909,0.901519335901213,834.79,54.43,42.994,4,3980.894,27.77,1.262,806
"148",67,"permanece",40,"Não",0,1.6865671641791,"NÃO",6.16666666666667,1.93333333333333,1.03333333333333,NA,"Nordeste",145216,"GP",16382.96,74,26909,0.901519335901213,834.79,54.43,42.994,4,3980.894,27.77,1.262,806
"149",20,"migrou",31,"Não",0,1,"NÃO",6.2,2.9,1.6,NA,"Nordeste",145216,"GP",16382.96,74,26909,0.901519335901213,834.79,54.43,42.994,4,3980.894,27.77,1.262,806
"150",67,"permanece",35,"Não",0,1,"NÃO",5.81666666666667,2.53333333333333,1,NA,"Nordeste",145216,"GP",16382.96,74,26909,0.901519335901213,834.79,54.43,42.994,4,3980.894,27.77,1.262,806
"151",3,"migrou",60,"Não",0,1,"NÃO",6,2,1,1,"Nordeste",7110,"PP-I",10712.72,95,810,95.9543310995284,725.33,0,53.872,3.6,14345.75,13.346,0,99
"152",25,"migrou",34,"Não",0,1,"NÃO",6.56,3.32,1.08,1.34,"Nordeste",7110,"PP-I",10712.72,95,810,95.9543310995284,725.33,0,53.872,3.6,14345.75,13.346,0,99
"153",39,"migrou",38,"Sim",0.5,1.61764705882353,"NÃO",5,1,1.15151515151515,1,"Nordeste",21176,"PP-II",7031.48,94,1161,-7.33463235103974,464.36,19.73,13.323,3.6,5255.131,13.346,4.449,201
"154",25,"migrou",52,"Não",0,1,"NÃO",7,1.16,1,1,"Nordeste",15332,"PP-I",12209.23,163,1099,25.7029134201617,685.69,34.16,73.613,3.8,11749.013,13.459,6.729,199
"155",49,"migrou",32,"Não",0,1.38775510204082,"NÃO",5,1.3469387755102,1.04081632653061,1,"Nordeste",15332,"PP-I",12209.23,163,1099,25.7029134201617,685.69,34.16,73.613,3.8,11749.013,13.459,6.729,199
"156",35,"migrou",72,"Não",0,1,"NÃO",8.14285714285714,1.2,1.17142857142857,NA,"Nordeste",48736,"PP-II",9472.42,112,3628,29.2084451218186,401.11,18.52,43.404,3.6,4727.383,5.933,1.978,264
"157",24,"migrou",35,"Não",0,1.83333333333333,"NÃO",4,1.04166666666667,1,NA,"Nordeste",24665,"PP-II",8451.64,110,1557,-11.2511402797486,569.83,0,4.125,4,7591.171,8.168,12.252,425
"158",39,"migrou",31,"Não",0,1,"NÃO",6.61538461538461,1.05128205128205,1.05128205128205,NA,"Nordeste",24665,"PP-II",8451.64,110,1557,-11.2511402797486,569.83,0,4.125,4,7591.171,8.168,12.252,425
"159",11,"migrou",30,"Não",0,1,"NÃO",4.45454545454545,1.09090909090909,1.09090909090909,NA,"Nordeste",16094,"PP-I",7499.73,71,1815,36.2234192956958,410.85,0,66.58,2.8,7243.491,7.464,0,365
"160",45,"migrou",31,"Não",0,1,"NÃO",5,2.46666666666667,1,1,"Nordeste",13432,"PP-I",6952.63,78,672,-23.666769600366,640.59,0,43.206,4.4,14233.979,7.203,7.203,512
"161",67,"permanece",61,"Não",0,1,"SIM",5.80597014925373,2.02238805970149,2.22388059701493,NA,"Nordeste",18131,"PP-I",14122.82,47,2447,-14.8183479106826,909.1,9.72,73.676,3.7,2151.879,5.132,15.397,372
"162",12,"migrou",32,"Não",0,1,"NÃO",5,1,1,1,"Nordeste",15355,"PP-I",10800.51,68,1327,9.12685062917897,544.85,28.8,0,3.8,6047.841,12.011,6.006,694
"163",67,"migrou",32,"Não",0,1,"SIM",5.77611940298507,1,1,1.1044776119403,"Nordeste",24362,"PP-II",8286.59,82,3025,-11.0389317410658,427.27,0,10.536,4.1,2237.863,10.665,10.665,247
"164",23,"migrou",31,"Não",0,1,"NÃO",7,1.8695652173913,1.17391304347826,1,"Nordeste",24362,"PP-II",8286.59,82,3025,-11.0389317410658,427.27,0,10.536,4.1,2237.863,10.665,10.665,247
"165",66,"permanece",35,"Não",0,1,"SIM",7.98484848484848,2.61363636363636,1.25757575757576,NA,"Nordeste",13800,"PP-I",6768.84,97,884,8.35621943629414,618.27,0,113.443,2.9,9426.897,0,0,297
"166",29,"migrou",50,"Sim",1.91666666666667,1,"NÃO",5.22222222222222,1,1,NA,"Nordeste",8101,"PP-I",9929.95,135,693,23.07395297164,495.27,21.72,10.905,3.4,5086.021,10.953,32.859,323
"167",72,"permanece",37,"Sim",4.58333333333333,2,"SIM",12.8358208955224,3.28358208955224,1.23880597014925,1.04477611940298,"Nordeste",370879,"GP",21459.83,87,82777,5.20229401275104,752.09,82.96,51.406,4.6,3083.584,1.18,2.951,518
"168",72,"migrou",60,"Sim",11,2,"SIM",10.8208955223881,2.8134328358209,1,1,"Nordeste",370879,"GP",21459.83,87,82777,5.20229401275104,752.09,82.96,51.406,4.6,3083.584,1.18,2.951,518
"169",72,"permanece",47,"Sim",10.25,3.14925373134328,"SIM",7,2.86567164179104,1,NA,"Nordeste",370879,"GP",21459.83,87,82777,5.20229401275104,752.09,82.96,51.406,4.6,3083.584,1.18,2.951,518
"170",26,"migrou",42,"Não",0,1,"NÃO",16.3846153846154,5.17307692307692,2.03846153846154,1,"Nordeste",370879,"GP",21459.83,87,82777,5.20229401275104,752.09,82.96,51.406,4.6,3083.584,1.18,2.951,518
"171",67,"migrou",32,"Não",0,1.18181818181818,"NÃO",6.3,2.05,1.05,NA,"Nordeste",65264,"MP",11302.66,98,4557,12.4985085127248,552.42,5.27,15.964,5.3,2811.92,0,3.197,237
"172",72,"permanece",72,"Sim",13.4166666666667,1.98507462686567,"SIM",9.95522388059701,1.88805970149254,1.81716417910448,NA,"Nordeste",44962,"PP-II",8523.35,104,3029,12.1922806573699,555.05,6.67,29.482,5.5,3131.921,5.563,5.563,352
"173",67,"migrou",30,"Não",0,1.65625,"NÃO",5.69565217391304,1.23913043478261,1.51304347826087,NA,"Nordeste",14155,"PP-I",10667.09,117,1564,29.4786638718486,704.5,0,64.155,5.8,8775.339,5.849,5.849,250
"174",67,"migrou",30,"Não",0,1.07462686567164,"SIM",6.88059701492537,1.8955223880597,1.20522388059702,NA,"Nordeste",14155,"PP-I",10667.09,117,1564,29.4786638718486,704.5,0,64.155,5.8,8775.339,5.849,5.849,250
"175",30,"migrou",61,"Não",0,1,"NÃO",12.7,4.13333333333333,3.06666666666667,1,"Nordeste",42156,"PP-II",11890.58,94,3279,18.8766616865555,480.29,0,20.713,5.2,3102.954,9.274,6.956,176
"176",67,"permanece",33,"Não",0,1.17910447761194,"NÃO",12.741935483871,6.41935483870968,2.03225806451613,1.93548387096774,"Nordeste",42156,"PP-II",11890.58,94,3279,18.8766616865555,480.29,0,20.713,5.2,3102.954,9.274,6.956,176
"177",67,"migrou",36,"Não",0,1,"NÃO",12.865671641791,6.94029850746269,2.02985074626866,1.97014925373134,"Nordeste",42156,"PP-II",11890.58,94,3279,18.8766616865555,480.29,0,20.713,5.2,3102.954,9.274,6.956,176
"178",5,"migrou",41,"Não",0,1,"NÃO",7,2.6,3,1.9,"Nordeste",75113,"MP",18865.58,126,11751,4.39531738474278,821.26,13.78,17.439,5.2,2996.764,0,5.399,151
"179",67,"permanece",38,"Não",0,2.74626865671642,"NÃO",6,6.52941176470588,2.20588235294118,NA,"Nordeste",75113,"MP",18865.58,126,11751,4.39531738474278,821.26,13.78,17.439,5.2,2996.764,0,5.399,151
"180",8,"migrou",52,"Não",0,1,"NÃO",6,1,1,NA,"Nordeste",75113,"MP",18865.58,126,11751,4.39531738474278,821.26,13.78,17.439,5.2,2996.764,0,5.399,151
"181",67,"permanece",34,"Não",0,1,"SIM",4.44776119402985,2.13432835820896,1.23880597014925,NA,"Nordeste",53114,"MP",16311.37,145,4724,-6.3672447517701,490.02,7.48,18.666,5.4,1499.032,0,9.36,86
"182",48,"migrou",30,"Não",0,1,"NÃO",8.82608695652174,1.06521739130435,1.02173913043478,1,"Nordeste",50411,"MP",8623.52,96,4115,35.0144846538517,415.39,39.47,12.851,4.8,3349.499,1.837,7.348,221
"183",10,"migrou",31,"Não",0,1.4,"NÃO",11,2,1.1,NA,"Nordeste",62326,"MP",11291.35,80,6174,-8.34761009408732,626.47,36.24,4.712,5.2,4258.058,3.154,6.308,359
"184",67,"permanece",38,"Não",0,1,"NÃO",6.82142857142857,1,1.07142857142857,NA,"Nordeste",25135,"PP-II",9753.56,113,2145,20.5756929637527,593.53,8.48,29.169,5.8,2662.615,29.187,21.891,511
"185",67,"permanece",32,"Não",0,1,"SIM",5.71641791044776,1,1,NA,"Nordeste",25135,"PP-II",9753.56,113,2145,20.5756929637527,593.53,8.48,29.169,5.8,2662.615,29.187,21.891,511
"186",70,"migrou",33,"Não",0,1.32835820895522,"NÃO",11.7313432835821,4.94776119402985,2.26119402985075,1,"Nordeste",74174,"MP",11544.41,136,7867,31.9310567148642,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"187",68,"migrou",42,"Não",0,1.16417910447761,"NÃO",13.258064516129,2.51612903225806,2.61290322580645,NA,"Nordeste",74174,"MP",11544.41,136,7867,31.9310567148642,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"188",24,"migrou",40,"Não",0,1,"NÃO",10,4.70833333333333,1.25,NA,"Nordeste",74174,"MP",11544.41,136,7867,31.9310567148642,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"189",49,"migrou",34,"Não",0,1,"NÃO",10.4285714285714,2,1.78571428571429,NA,"Nordeste",74174,"MP",11544.41,136,7867,31.9310567148642,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"190",35,"migrou",33,"Não",0,1,"NÃO",4.6,3.88571428571429,1.91428571428571,NA,"Nordeste",74174,"MP",11544.41,136,7867,31.9310567148642,613.92,20.47,22.079,5.8,3482.59,10.25,3.844,119
"191",5,"migrou",40,"Não",0,1.8,"NÃO",5,2,1.8,1,"Nordeste",17254,"PP-I",8733.16,114,1088,6.41868391704236,857,0,45.101,4.7,3337.739,11.24,11.24,110
"192",39,"migrou",30,"Não",0,1.28205128205128,"NÃO",6,2,1,1,"Nordeste",17254,"PP-I",8733.16,114,1088,6.41868391704236,857,0,45.101,4.7,3337.739,11.24,11.24,110
"193",66,"permanece",31,"Não",0,1,"NÃO",4.75757575757576,1.24242424242424,1,1,"Nordeste",17254,"PP-I",8733.16,114,1088,6.41868391704236,857,0,45.101,4.7,3337.739,11.24,11.24,110
"194",32,"migrou",32,"Não",0,1,"NÃO",4.78125,1,1.5625,1,"Nordeste",10243,"PP-I",5748.05,85,947,88.1692356730366,602.03,11.26,9.663,4.9,8747.968,4.863,9.727,406
"195",67,"migrou",46,"Não",0,1,"SIM",9.46268656716418,1.8955223880597,2.34328358208955,NA,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"196",67,"migrou",38,"Não",0,1,"NÃO",7.76119402985075,2.08955223880597,2.40298507462687,NA,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"197",67,"migrou",39,"Não",0,1,"SIM",15.5967741935484,2.09677419354839,2.40322580645161,1,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"198",48,"migrou",38,"Não",0,1,"NÃO",4.47619047619048,2.04761904761905,1.0952380952381,NA,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"199",31,"migrou",44,"Sim",4.33333333333333,1,"NÃO",16.3548387096774,2,2.0241935483871,NA,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"200",67,"permanece",68,"Não",0,1,"NÃO",7.65671641791045,2.65671641791045,2.38805970149254,NA,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"201",67,"permanece",48,"Não",0,1.71641791044776,"SIM",16.6119402985075,2.74626865671642,4.14925373134328,NA,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"202",53,"migrou",47,"Sim",7.75,1,"SIM",23.7169811320755,4.41037735849057,8.16981132075472,3.19811320754717,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"203",22,"migrou",34,"Não",0,1,"NÃO",9,2,1.95454545454545,NA,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"204",23,"migrou",33,"Não",0,1,"NÃO",16,2,2,1,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"205",67,"permanece",35,"Não",0,1,"NÃO",20.0789473684211,5.78947368421053,6.68421052631579,3.26315789473684,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"206",67,"permanece",34,"Sim",0.333333333333333,1.40298507462687,"SIM",9.44776119402985,2.91044776119403,2.14925373134328,1,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"207",32,"migrou",33,"Não",0,1,"NÃO",7,1.65625,1,1,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"208",67,"permanece",33,"Não",0,1,"SIM",7.83050847457627,1.86440677966102,1.05084745762712,1,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"209",21,"migrou",34,"Não",0,1,"NÃO",5.38095238095238,1.42857142857143,1,1,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"210",34,"migrou",42,"Não",0,1,"NÃO",6,1.14705882352941,1.08823529411765,1,"Nordeste",355679,"GP",19136.37,119,43135,26.6335677517567,503.76,35.29,53.127,4.2,1875.022,0.549,2.473,20
"211",67,"migrou",51,"Não",0,1,"NÃO",6,2,1.23529411764706,1,"Nordeste",12462,"PP-I",7305.39,92,1867,-8.25622513801179,639.07,0,0,5,3158.557,7.665,7.665,403
"212",34,"migrou",33,"Não",0,1,"NÃO",6,2.23529411764706,1.32352941176471,1.02941176470588,"Nordeste",12113,"PP-I",9211.78,169,722,-5.53539048599384,780.73,0,22.188,4.9,2160.406,14.841,22.262,189
"213",63,"migrou",32,"Não",0,1,"SIM",7.71428571428571,1.79365079365079,1,1,"Nordeste",12113,"PP-I",9211.78,169,722,-5.53539048599384,780.73,0,22.188,4.9,2160.406,14.841,22.262,189
"214",46,"migrou",33,"Não",0,2.52173913043478,"SIM",6.61538461538461,3.26923076923077,1.54230769230769,1.08461538461538,"Nordeste",12113,"PP-I",9211.78,169,722,-5.53539048599384,780.73,0,22.188,4.9,2160.406,14.841,22.262,189
"215",38,"migrou",42,"Não",0,1,"SIM",2.94736842105263,1,1,NA,"Nordeste",20163,"PP-II",14195.62,184,1705,-26.5962329001201,606.36,0,108.567,5.4,3770.181,15.508,15.508,69
"216",38,"migrou",34,"Não",0,1.07894736842105,"NÃO",13.0526315789474,3,2.23684210526316,1.05263157894737,"Nordeste",20953,"PP-II",7603.38,108,1497,23.0209460388938,493.98,9.3,38.9,5.7,8249.195,0,8.599,284
"217",21,"migrou",30,"Não",0,1,"NÃO",5,1.76190476190476,1.0952380952381,1,"Nordeste",20953,"PP-II",7603.38,108,1497,23.0209460388938,493.98,9.3,38.9,5.7,8249.195,0,8.599,284
"218",67,"migrou",39,"Não",0,1.44776119402985,"NÃO",4,1,1,NA,"Nordeste",131050,"GP",13317.18,64,19976,-3.98238844729136,825.03,26.98,20.436,5,2652.983,0,6.09,503
"219",37,"migrou",39,"Sim",0.166666666666667,1,"NÃO",8.86486486486486,3.27027027027027,4.82432432432432,2.13513513513514,"Nordeste",131050,"GP",13317.18,64,19976,-3.98238844729136,825.03,26.98,20.436,5,2652.983,0,6.09,503
"220",22,"migrou",37,"Não",0,1,"NÃO",7.72727272727273,5.45454545454545,3.22727272727273,1.04545454545455,"Nordeste",29761,"PP-II",11507.53,179,2109,-6.07521723377371,739.94,0,20.139,6.9,5640.302,8.288,12.432,246
"221",19,"migrou",38,"Não",0,1,"NÃO",6,1.68421052631579,1,1,"Nordeste",24173,"PP-II",9333.53,122,2416,25.6450300343917,478.61,24.73,37.162,5.7,3268.666,8.275,0,215
"222",22,"migrou",32,"Não",0,1,"NÃO",6.18181818181818,2,2.31818181818182,1,"Nordeste",24173,"PP-II",9333.53,122,2416,25.6450300343917,478.61,24.73,37.162,5.7,3268.666,8.275,0,215
"223",38,"migrou",32,"Não",0,1,"NÃO",6.21052631578947,1.92105263157895,1.02631578947368,1,"Nordeste",24173,"PP-II",9333.53,122,2416,25.6450300343917,478.61,24.73,37.162,5.7,3268.666,8.275,0,215
"224",20,"migrou",31,"Não",0,1,"NÃO",4,3.9,1.35,NA,"Nordeste",24173,"PP-II",9333.53,122,2416,25.6450300343917,478.61,24.73,37.162,5.7,3268.666,8.275,0,215
"225",17,"migrou",43,"Não",0,1,"NÃO",2.94117647058824,1.94117647058824,1.17647058823529,1.05882352941176,"Nordeste",17294,"PP-I",12461.03,148,1545,15.3058713239249,742.61,0,18.204,5.7,6745.338,18.341,6.114,136
"226",30,"migrou",83,"Não",0,1,"NÃO",6,2.35,1,1,"Nordeste",6734,"PP-I",9136.6,100,609,0.776831421992725,801.85,0,39.38,5.1,4642.818,43.128,43.128,128
"227",67,"permanece",32,"Não",0,1.35820895522388,"SIM",5.70149253731343,1.73134328358209,1,NA,"Nordeste",6734,"PP-I",9136.6,100,609,0.776831421992725,801.85,0,39.38,5.1,4642.818,43.128,43.128,128
"228",20,"migrou",33,"Não",0,1.21052631578947,"NÃO",4.58333333333333,1,1.58333333333333,NA,"Nordeste",13801,"PP-I",7357.52,104,867,-2.13237316046499,455.52,4.66,6.945,5.3,6128.305,6.484,0,316
"229",21,"migrou",32,"Não",0,1,"NÃO",5,1,1,NA,"Nordeste",13801,"PP-I",7357.52,104,867,-2.13237316046499,455.52,4.66,6.945,5.3,6128.305,6.484,0,316
"230",36,"migrou",46,"Não",0,1,"NÃO",5.36111111111111,1,1,1.02777777777778,"Nordeste",53344,"MP",7210.36,105,2796,-16.5347171037662,419.37,3.33,7.306,5,8344.588,5.482,3.654,329
"231",19,"migrou",29,"Não",0,1,"NÃO",12,4,1,NA,"Nordeste",53344,"MP",7210.36,105,2796,-16.5347171037662,419.37,3.33,7.306,5,8344.588,5.482,3.654,329
"232",8,"migrou",29,"Não",0,1.875,"NÃO",6,2,1,NA,"Nordeste",53344,"MP",7210.36,105,2796,-16.5347171037662,419.37,3.33,7.306,5,8344.588,5.482,3.654,329
"233",19,"migrou",35,"Não",0,1,"NÃO",7.42105263157895,2,1,NA,"Nordeste",10910,"PP-I",7911.92,113,830,23.7067552266776,706.26,0,9.035,6.1,7051.687,63.2,27.086,255
"234",67,"migrou",33,"Não",0,1.17910447761194,"SIM",6.74626865671642,1.73134328358209,1.17910447761194,NA,"Nordeste",10910,"PP-I",7911.92,113,830,23.7067552266776,706.26,0,9.035,6.1,7051.687,63.2,27.086,255
"235",25,"migrou",35,"Não",0,1,"NÃO",8.44,3.88,1.84,1.9,"Nordeste",23965,"PP-II",12497.95,151,1749,15.3746291695309,696.94,0,4,5.2,4343.639,8.002,4.001,306
"236",66,"migrou",40,"Não",0,1,"SIM",5.54545454545455,2.20454545454545,1.04545454545455,1,"Nordeste",23965,"PP-II",12497.95,151,1749,15.3746291695309,696.94,0,4,5.2,4343.639,8.002,4.001,306
"237",19,"migrou",29,"Não",0,1,"NÃO",10.3157894736842,1.10526315789474,1,1,"Nordeste",62642,"MP",9016.79,95,4953,4.93711183568061,703.56,26.72,19.113,4.2,4175.243,4.414,7.356,385
"238",42,"migrou",32,"Não",0,1.5,"SIM",6.83333333333333,1.4047619047619,1.26190476190476,1,"Nordeste",98064,"MP",16659.65,82,15064,7.36621531750829,552.93,15.68,16.586,5.1,3783.35,13.559,3.874,405
"239",72,"permanece",47,"Sim",8.83333333333333,1.76119402985075,"NÃO",6.47540983606557,1.55737704918033,1,1,"Nordeste",98064,"MP",16659.65,82,15064,7.36621531750829,552.93,15.68,16.586,5.1,3783.35,13.559,3.874,405
"240",9,"migrou",32,"Não",0,1,"NÃO",4.88888888888889,2.22222222222222,1.16666666666667,1,"Nordeste",24024,"PP-II",9478.69,91,1806,1.1281327825252,515.55,9.57,19.1,5.9,516.467,7.643,22.929,307
