"","meses_no_local_alocado","churn","idade","atuacao_previa_no_municipio","anos_atuacao_previa_no_municipio","media_vinculos_mes","Prorrogado","m_agente_saude","m_tec_aux_enf","m_enfermeiro","m_dentista","regiao_destino","populacao","porte","pib_percapita","variacao_pib","pop_ocupada_2019","var_taxa_ocupacao","orcamento_saude","esgotamento_sanitario","taxa_homicidio","ideb_anosfinais","investimento_infraestrutura","equipamentos_esportivos","equipamentos_culturais","distancia_capital"
"756",64,"migrou",40,"Não",0,1,"NÃO",6.26,1,1.19,NA,"Nordeste",378048,"GP",22048.23,103,83519,-0.544818316298162,561.55,55.08,47.353,4.9,962.479,0.28,4.203,137
"757",72,"migrou",36,"Sim",0.0833333333333333,1.85074626865672,"NÃO",9,2,2.63157894736842,1,"Nordeste",378048,"GP",22048.23,103,83519,-0.544818316298162,561.55,55.08,47.353,4.9,962.479,0.28,4.203,137
"758",9,"migrou",36,"Não",0,1,"NÃO",7.88888888888889,1.22222222222222,1.33333333333333,NA,"Nordeste",378048,"GP",22048.23,103,83519,-0.544818316298162,561.55,55.08,47.353,4.9,962.479,0.28,4.203,137
"759",67,"permanece",36,"Não",0,1,"SIM",6.91044776119403,1.37313432835821,1.47761194029851,NA,"Nordeste",378048,"GP",22048.23,103,83519,-0.544818316298162,561.55,55.08,47.353,4.9,962.479,0.28,4.203,137
"760",67,"permanece",34,"Não",0,1,"NÃO",4.12,1.08,1.3,1,"Nordeste",378048,"GP",22048.23,103,83519,-0.544818316298162,561.55,55.08,47.353,4.9,962.479,0.28,4.203,137
"761",21,"migrou",34,"Não",0,1,"NÃO",7.23809523809524,1,1.16666666666667,1,"Nordeste",378048,"GP",22048.23,103,83519,-0.544818316298162,561.55,55.08,47.353,4.9,962.479,0.28,4.203,137
"762",9,"migrou",33,"Não",0,1,"NÃO",5,1,1,1,"Nordeste",12967,"PP-I",6669.73,45,915,19.1877824832361,609.85,13.92,6.973,4.2,222.278,0,0,132
"763",9,"migrou",31,"Não",0,1,"NÃO",4,1,1,1,"Nordeste",32156,"PP-II",7278.09,29,2091,-47.8074812918601,358.18,0,60.617,3.5,2279.414,7.07,4.713,140
"764",67,"permanece",32,"Não",0,1,"SIM",6.04477611940298,2.12761194029851,1.70149253731343,1.46268656716418,"Nordeste",24587,"PP-II",8752.56,83,2074,29.1470476893668,489.26,0,56.773,3.8,3199.719,0,7.619,76
"765",67,"migrou",35,"Não",0,1,"SIM",4.76119402985075,1.25671641791045,1.38805970149254,1,"Nordeste",23518,"PP-II",10777.75,96,2683,44.3157056645702,498.39,73.81,91.26,4.9,11.072,8.319,4.16,174
"766",67,"migrou",32,"Não",0,2.26865671641791,"SIM",5.57971014492754,2.14492753623188,1.48550724637681,1.55072463768116,"Nordeste",17188,"PP-I",11845.85,111,2208,76.6818597206219,793.7,26.47,10.578,5.7,796.051,5.338,21.352,859
"767",8,"migrou",32,"Não",0,1,"NÃO",7,1,1,NA,"Nordeste",21427,"PP-II",9702.55,148,1636,37.6549045089482,569.17,0,36.148,4.8,3176.444,0,9.086,80
"768",68,"migrou",40,"Sim",0.5,1,"SIM",7.72058823529412,1.07352941176471,1,NA,"Nordeste",20347,"PP-II",7358.66,97,1559,77.4924547091248,441.23,0,30.941,4.2,3177.364,4.419,8.837,390
"769",50,"migrou",36,"Não",0,1,"SIM",7.1,1.62,1.08,1,"Nordeste",20347,"PP-II",7358.66,97,1559,77.4924547091248,441.23,0,30.941,4.2,3177.364,4.419,8.837,390
"770",18,"migrou",72,"Sim",12,1,"NÃO",8,1.27777777777778,1,1,"Nordeste",13636,"PP-I",7911.77,103,924,33.4048907970879,481.91,0,19.409,4.3,1.892,0,6.508,151
"771",72,"migrou",36,"Sim",0.833333333333333,2.98507462686567,"SIM",8,1.98484848484848,1.25757575757576,NA,"Nordeste",13636,"PP-I",7911.77,103,924,33.4048907970879,481.91,0,19.409,4.3,1.892,0,6.508,151
"772",10,"migrou",32,"Não",0,1,"NÃO",8.6,1,1,1,"Nordeste",18214,"PP-I",7503.28,82,1551,131.208772146453,374.75,0,32.204,3.7,456.147,3.249,3.249,96
"773",21,"migrou",31,"Não",0,1,"NÃO",8.76190476190476,1,1.52380952380952,1,"Nordeste",142506,"GP",19819.09,113,22866,11.9914893951558,462.6,12.93,39.345,4.7,2939.389,0.72,3.598,235
"774",66,"permanece",46,"Não",0,1,"SIM",8.96969696969697,2.84848484848485,1.56060606060606,NA,"Nordeste",29347,"PP-II",16206.24,290,2731,88.8445227720111,557.79,0,58.816,4.2,2883.587,6.557,26.226,66
"775",11,"migrou",41,"Não",0,1,"NÃO",4,1,0.909090909090909,1,"Nordeste",29347,"PP-II",16206.24,290,2731,88.8445227720111,557.79,0,58.816,4.2,2883.587,6.557,26.226,66
"776",72,"permanece",37,"Sim",2.75,1.6865671641791,"NÃO",10.2878787878788,1.15151515151515,0.984848484848485,NA,"Nordeste",29347,"PP-II",16206.24,290,2731,88.8445227720111,557.79,0,58.816,4.2,2883.587,6.557,26.226,66
"777",66,"permanece",38,"Não",0,1.24242424242424,"SIM",9.54237288135593,1.69830508474576,1.16949152542373,1.01694915254237,"Nordeste",81055,"MP",121294.28,918,23569,62.0182746192512,753.1,6.44,36.36,3.2,586.672,1.259,3.776,64
"778",66,"permanece",36,"Não",0,1.37878787878788,"SIM",5.34,1.516,1.023,1.16,"Nordeste",81055,"MP",121294.28,918,23569,62.0182746192512,753.1,6.44,36.36,3.2,586.672,1.259,3.776,64
"779",66,"migrou",61,"Não",0,1.22727272727273,"SIM",5.92424242424242,1.75757575757576,1.00227272727273,1.0625,"Nordeste",81055,"MP",121294.28,918,23569,62.0182746192512,753.1,6.44,36.36,3.2,586.672,1.259,3.776,64
"780",67,"permanece",38,"Não",0,1,"SIM",8.29850746268657,1.25373134328358,1.18507462686567,1.09328358208955,"Nordeste",81055,"MP",121294.28,918,23569,62.0182746192512,753.1,6.44,36.36,3.2,586.672,1.259,3.776,64
"781",49,"migrou",43,"Não",0,1.48979591836735,"SIM",9.42857142857143,0.979591836734694,1,1,"Nordeste",86516,"MP",14359.52,101,11267,-3.56276821866258,439.31,1.45,51.145,4.2,3037.746,0,3.596,88
"782",23,"migrou",35,"Sim",0.166666666666667,1,"NÃO",9.82608695652174,1,1,1,"Nordeste",115196,"GP",24455.42,100,20101,-8.03779942171698,468.44,3.86,46.146,4.7,1425.153,0.865,3.459,29
"783",39,"migrou",42,"Não",0,1,"SIM",6,1.30769230769231,1.1025641025641,1,"Nordeste",115196,"GP",24455.42,100,20101,-8.03779942171698,468.44,3.86,46.146,4.7,1425.153,0.865,3.459,29
"784",67,"permanece",37,"Não",0,1,"SIM",4.50746268656716,0.985074626865672,1,NA,"Nordeste",115196,"GP",24455.42,100,20101,-8.03779942171698,468.44,3.86,46.146,4.7,1425.153,0.865,3.459,29
"785",53,"migrou",36,"Não",0,1,"NÃO",2,1,1,1,"Nordeste",115196,"GP",24455.42,100,20101,-8.03779942171698,468.44,3.86,46.146,4.7,1425.153,0.865,3.459,29
"786",12,"migrou",33,"Não",0,1.83333333333333,"NÃO",2,1,1,1,"Nordeste",115196,"GP",24455.42,100,20101,-8.03779942171698,468.44,3.86,46.146,4.7,1425.153,0.865,3.459,29
"787",9,"migrou",38,"Não",0,1,"NÃO",4,1,1,1,"Nordeste",115196,"GP",24455.42,100,20101,-8.03779942171698,468.44,3.86,46.146,4.7,1425.153,0.865,3.459,29
"788",11,"migrou",37,"Não",0,1,"NÃO",8,1,1.45454545454545,1,"Nordeste",115196,"GP",24455.42,100,20101,-8.03779942171698,468.44,3.86,46.146,4.7,1425.153,0.865,3.459,29
"789",66,"permanece",34,"Sim",0.75,1,"SIM",6.95454545454545,1,1,NA,"Nordeste",32650,"PP-II",8717.56,67,1050,-25.9321350850326,470.69,0,18.976,4.4,5896.683,11.368,0,336
"790",20,"migrou",31,"Não",0,1,"NÃO",8.6,1,0.95,NA,"Nordeste",16554,"PP-I",8140.39,-11,817,-64.3435925196872,551.33,0,58.98,3.4,471.709,5.916,5.916,90
"791",27,"migrou",37,"Sim",2.91666666666667,1,"NÃO",6,1.11111111111111,1,NA,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"792",15,"migrou",38,"Não",0,1,"NÃO",6,1,1.4,1,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"793",67,"permanece",42,"Não",0,1,"SIM",6.26865671641791,1.07462686567164,1.04477611940298,1.02985074626866,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"794",67,"migrou",43,"Não",0,1,"SIM",8.25373134328358,1,1.17910447761194,1,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"795",67,"permanece",34,"Não",0,1,"SIM",10.5686274509804,1,2.6078431372549,NA,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"796",42,"migrou",34,"Não",0,1,"NÃO",9,1,1.36363636363636,1.63636363636364,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"797",72,"migrou",34,"Sim",2,2.04477611940298,"SIM",8,1.49253731343284,1.02985074626866,NA,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"798",67,"permanece",33,"Não",0,1,"SIM",8.43283582089552,1,1.13432835820896,NA,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"799",72,"permanece",40,"Sim",1.75,2.37313432835821,"SIM",6.67164179104478,1.41791044776119,1.11940298507463,NA,"Nordeste",644037,"GP",21580.08,83,104474,6.55909666294441,443.29,21.78,37.591,4.6,2419.647,0.573,0.717,19
"800",16,"migrou",31,"Não",0,1,"NÃO",6.625,2,1,1,"Nordeste",10247,"PP-I",8658.99,77,768,16.8002373885357,920.69,0,68.634,4,953.005,8.57,17.141,148
"801",10,"migrou",31,"Não",0,1,"NÃO",7,1,2,1,"Nordeste",10247,"PP-I",8658.99,77,768,16.8002373885357,920.69,0,68.634,4,953.005,8.57,17.141,148
"802",67,"migrou",49,"Não",0,1,"SIM",9.04477611940299,1.15820895522388,1.16417910447761,1,"Nordeste",27725,"PP-II",8600.38,105,2280,16.2920422768301,550.43,48.86,8.87,5.3,2589.478,2.979,5.959,111
"803",34,"migrou",45,"Não",0,1.07692307692308,"NÃO",4.72727272727273,1.75,1.34090909090909,1.61363636363636,"Nordeste",17981,"PP-I",15445.64,203,1495,15.5273515948934,639.4,0,49.804,4,2725.811,0,16.773,63
"804",67,"migrou",47,"Sim",2.5,1,"SIM",4.41791044776119,1.07835820895522,1,NA,"Nordeste",14076,"PP-I",7007.76,77,604,44.7167091082841,486.32,70.17,30.694,4.6,2179.234,6.149,18.448,172
"805",66,"migrou",34,"Não",0,1,"SIM",8.04545454545454,2.42424242424242,1.16666666666667,1.08484848484848,"Nordeste",24088,"PP-II",15004.2,88,3436,21.0051899402774,618.32,76.81,19.53,NA,259.582,3.945,0,663
"806",21,"migrou",32,"Não",0,1,"NÃO",11.6666666666667,1,1.0952380952381,NA,"Nordeste",39582,"PP-II",12356.68,136,4401,13.822076247372,431.01,0,29.786,4.2,2447.192,12.506,7.503,198
"807",66,"permanece",39,"Não",0,1,"NÃO",6.63265306122449,1.44897959183673,1.59183673469388,1.35714285714286,"Nordeste",23879,"PP-II",10957.81,105,2158,42.9052958035537,514.44,0,15.763,4.4,4254.933,3.956,11.868,128
"808",67,"migrou",67,"Não",0,1,"SIM",5.08955223880597,1.64179104477612,1.6044776119403,NA,"Nordeste",11333,"PP-I",11939.71,100,1209,97.8739363452107,583.94,0,18.647,5.6,3391.016,25.235,18.926,111
"809",67,"migrou",51,"Não",0,1,"SIM",10.6865671641791,1.29850746268657,1.32835820895522,NA,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"810",67,"migrou",35,"Não",0,1,"SIM",6,1.17910447761194,1.1044776119403,NA,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"811",26,"migrou",42,"Não",0,1,"NÃO",9,1,1,NA,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"812",67,"permanece",44,"Não",0,1,"SIM",13.4776119402985,2.55223880597015,2.11940298507463,NA,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"813",41,"migrou",42,"Não",0,1,"SIM",5.34146341463415,1,1,NA,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"814",8,"migrou",34,"Não",0,1,"NÃO",8,1,1,NA,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"815",9,"migrou",32,"Não",0,1,"NÃO",7.33333333333333,1.11111111111111,1.22222222222222,NA,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"816",67,"permanece",35,"Não",0,1,"SIM",14.3880597014925,2.28358208955224,2.14925373134328,NA,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"817",37,"migrou",34,"Não",0,1,"NÃO",12.5405405405405,1.97297297297297,1.97297297297297,1.94594594594595,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"818",5,"migrou",32,"Não",0,1,"NÃO",16,2,2,1,"Nordeste",349976,"GP",14075.44,52,80354,-0.752297150972282,387.16,45.31,38.473,4.4,2419.214,0.766,2.297,10
"819",5,"migrou",38,"Não",0,1,"NÃO",4,1,1,1,"Nordeste",21808,"PP-II",14816.52,169,1757,19.922344697749,576.6,7.52,25.121,5.5,2054.145,41.959,8.392,111
"820",72,"permanece",71,"Sim",13.4166666666667,2,"NÃO",4.74626865671642,1.45373134328358,1.01492537313433,NA,"Nordeste",65245,"MP",10256.43,118,5150,22.1150530249887,414.23,0,21.595,3.6,2367.142,4.352,4.352,626
"821",67,"migrou",36,"Não",0,1.50746268656716,"NÃO",6,1.71428571428571,1,NA,"Nordeste",65245,"MP",10256.43,118,5150,22.1150530249887,414.23,0,21.595,3.6,2367.142,4.352,4.352,626
"822",67,"migrou",36,"Não",0,1.6865671641791,"NÃO",5.35593220338983,1.38983050847458,1,NA,"Nordeste",65245,"MP",10256.43,118,5150,22.1150530249887,414.23,0,21.595,3.6,2367.142,4.352,4.352,626
"823",67,"migrou",32,"Não",0,1.13432835820896,"NÃO",5.90625,1,1,1,"Nordeste",65245,"MP",10256.43,118,5150,22.1150530249887,414.23,0,21.595,3.6,2367.142,4.352,4.352,626
"824",67,"permanece",36,"Não",0,1,"SIM",9.59701492537313,1.38805970149254,1,NA,"Nordeste",54584,"MP",13588.07,67,7568,-9.74188738645688,497.74,0,47.431,4.2,4028.403,1.587,6.35,121
"825",34,"migrou",33,"Não",0,1,"NÃO",4.08823529411765,1,1.17647058823529,1.05882352941176,"Nordeste",54584,"MP",13588.07,67,7568,-9.74188738645688,497.74,0,47.431,4.2,4028.403,1.587,6.35,121
"826",42,"migrou",37,"Não",0,1,"SIM",6.5,1,1,NA,"Nordeste",18612,"PP-I",8751.5,71,1143,-5.83804916390852,537.46,35.98,22.717,3.6,2851.01,18.253,0,566
"827",31,"migrou",34,"Não",0,1.12903225806452,"NÃO",5.71428571428571,1,1,1,"Nordeste",18612,"PP-I",8751.5,71,1143,-5.83804916390852,537.46,35.98,22.717,3.6,2851.01,18.253,0,566
"828",34,"migrou",40,"Não",0,1,"SIM",4.26470588235294,1.14705882352941,1.02941176470588,NA,"Nordeste",28340,"PP-II",8037.12,85,1514,6.28114972416252,538.7,0,41.475,4.9,3223.792,0,10.355,114
"829",9,"migrou",37,"Não",0,1,"NÃO",5,1,1,NA,"Nordeste",28340,"PP-II",8037.12,85,1514,6.28114972416252,538.7,0,41.475,4.9,3223.792,0,10.355,114
"830",67,"permanece",63,"Não",0,1.19402985074627,"SIM",6.53731343283582,2.29850746268657,1.77611940298507,1.01492537313433,"Nordeste",56665,"MP",15370.49,154,4268,-11.096249812639,519.93,0,53.092,4.5,3313.118,0,3.567,44
"831",67,"permanece",40,"Não",0,1,"SIM",6.34328358208955,1.32835820895522,1.05970149253731,1.22388059701493,"Nordeste",56665,"MP",15370.49,154,4268,-11.096249812639,519.93,0,53.092,4.5,3313.118,0,3.567,44
"832",72,"permanece",78,"Sim",13.4166666666667,1,"SIM",8.72857142857143,1.08571428571429,0.971428571428571,NA,"Nordeste",342167,"GP",15279.74,113,38286,-8.16727332613158,289.37,52.88,24.716,4.2,3061.929,0.608,0.608,16
"833",50,"migrou",36,"Não",0,1,"SIM",11.4,1,1,NA,"Nordeste",342167,"GP",15279.74,113,38286,-8.16727332613158,289.37,52.88,24.716,4.2,3061.929,0.608,0.608,16
"834",9,"migrou",33,"Não",0,1,"NÃO",8,1,1,NA,"Nordeste",342167,"GP",15279.74,113,38286,-8.16727332613158,289.37,52.88,24.716,4.2,3061.929,0.608,0.608,16
"835",49,"migrou",35,"Não",0,1.02040816326531,"SIM",11.86,1.18,1.16,NA,"Nordeste",342167,"GP",15279.74,113,38286,-8.16727332613158,289.37,52.88,24.716,4.2,3061.929,0.608,0.608,16
"836",42,"migrou",69,"Não",0,1,"SIM",4.09523809523809,1.95238095238095,1,1.03571428571429,"Nordeste",62722,"MP",10863.62,93,6310,22.9086770686271,490.31,65.14,23.741,5.5,2354.716,7.457,5.966,218
"837",24,"migrou",43,"Sim",2.58333333333333,1,"NÃO",7,1,1,1,"Nordeste",34161,"PP-II",40013.62,39,4810,28.1512154055147,670.63,0,16.417,3.9,993.26,5.527,8.29,465
"838",72,"permanece",39,"Sim",0.416666666666667,3.70149253731343,"NÃO",18,9.05769230769231,4.30769230769231,2.5,"Nordeste",386791,"GP",20442.97,75,70706,-0.11020605005146,427.95,83.65,26.923,5.2,1864.078,0.582,1.163,716
"839",66,"migrou",35,"Não",0,1.06060606060606,"NÃO",8.40540540540541,5.09459459459459,2.43243243243243,NA,"Nordeste",386791,"GP",20442.97,75,70706,-0.11020605005146,427.95,83.65,26.923,5.2,1864.078,0.582,1.163,716
"840",45,"migrou",39,"Não",0,1,"NÃO",4.65853658536585,2.78048780487805,1.50609756097561,NA,"Nordeste",386791,"GP",20442.97,75,70706,-0.11020605005146,427.95,83.65,26.923,5.2,1864.078,0.582,1.163,716
"841",24,"migrou",34,"Não",0,1,"NÃO",8.16666666666667,1,1,1,"Nordeste",17928,"PP-I",7089.05,14,1268,25.4114208544834,490.2,57.31,19.203,4.1,274.162,7.723,11.585,180
"842",19,"migrou",37,"Não",0,1,"NÃO",7.31578947368421,1.90789473684211,1,1,"Nordeste",6554,"PP-I",8248.64,114,435,4.2607834643233,832.05,37,14.678,5.5,4682.746,43.975,29.317,410
"843",31,"migrou",35,"Não",0,1,"NÃO",8,1,1,1,"Nordeste",98254,"MP",16071.59,94,16945,18.0961248767038,403.69,0,29.647,4.3,2515.004,1.888,1.888,187
"844",67,"migrou",32,"Não",0,1,"SIM",11.0149253731343,1.46268656716418,1.47761194029851,NA,"Nordeste",98254,"MP",16071.59,94,16945,18.0961248767038,403.69,0,29.647,4.3,2515.004,1.888,1.888,187
"845",11,"migrou",31,"Não",0,1,"NÃO",6.90909090909091,1,1,1,"Nordeste",98254,"MP",16071.59,94,16945,18.0961248767038,403.69,0,29.647,4.3,2515.004,1.888,1.888,187
"846",66,"permanece",72,"Sim",3,1.09677419354839,"NÃO",6.2,1.5,1,1,"Nordeste",13113,"PP-I",6563.48,82,839,40.2480111196004,425.68,0,0,4.1,923.144,12.725,19.088,173
"847",35,"migrou",55,"Não",0,1,"NÃO",7.05714285714286,1,1,1.02857142857143,"Nordeste",49449,"PP-II",21474.46,228,4947,68.8795523498375,299.27,0,30.25,5,749.727,11.873,5.089,210
"848",72,"migrou",37,"Sim",1.58333333333333,1.98507462686567,"SIM",5.88059701492537,1.08955223880597,1.14925373134328,1.04477611940298,"Nordeste",49449,"PP-II",21474.46,228,4947,68.8795523498375,299.27,0,30.25,5,749.727,11.873,5.089,210
"849",67,"migrou",40,"Sim",2.41666666666667,1.70149253731343,"SIM",17.1492537313433,1.94029850746269,2.32089552238806,NA,"Nordeste",49449,"PP-II",21474.46,228,4947,68.8795523498375,299.27,0,30.25,5,749.727,11.873,5.089,210
"850",67,"migrou",47,"Não",0,1.02985074626866,"SIM",2.55769230769231,1.09615384615385,1,1,"Nordeste",49449,"PP-II",21474.46,228,4947,68.8795523498375,299.27,0,30.25,5,749.727,11.873,5.089,210
"851",24,"migrou",39,"Não",0,1,"NÃO",7,3.44270833333333,1.80208333333333,1,"Nordeste",31004,"PP-II",12112.62,137,3393,33.1022518474448,691.55,0,14.727,5.1,916.771,8.879,5.919,402
"852",41,"migrou",32,"Não",0,1,"NÃO",5.70731707317073,1.04268292682927,1.04268292682927,1,"Nordeste",31004,"PP-II",12112.62,137,3393,33.1022518474448,691.55,0,14.727,5.1,916.771,8.879,5.919,402
"853",67,"permanece",32,"Não",0,1.1044776119403,"SIM",6.16417910447761,2.08208955223881,1.62686567164179,1.07462686567164,"Nordeste",92228,"MP",17237.89,83,12875,9.05898696761612,577.33,77.53,33.584,5,1443.12,2.332,5.829,417
"854",67,"permanece",34,"Não",0,1.34328358208955,"SIM",7.59701492537313,1.2089552238806,1.19402985074627,1.01492537313433,"Nordeste",32811,"PP-II",15470.56,159,4796,80.7709516766085,642.21,52.77,27.85,4.3,2672.856,8.389,13.982,320
"855",67,"permanece",43,"Não",0,1,"SIM",10.0597014925373,1.28358208955224,1.1044776119403,NA,"Nordeste",37596,"PP-II",11181.72,26,8852,52.1198743882008,543.6,16.9,58.868,3.9,4981.196,8.819,6.614,76
"856",8,"migrou",35,"Não",0,1,"NÃO",6.75,1,1,1,"Nordeste",37596,"PP-II",11181.72,26,8852,52.1198743882008,543.6,16.9,58.868,3.9,4981.196,8.819,6.614,76
"857",39,"migrou",39,"Não",0,1,"NÃO",6,1.17948717948718,1,1,"Nordeste",10540,"PP-I",7663.62,76,780,8.68209059093888,696.14,0,0,4.2,4106.609,35.492,26.619,592
"858",21,"migrou",39,"Não",0,1.04761904761905,"NÃO",5.14285714285714,1,1,1,"Nordeste",64120,"MP",12365.04,81,7410,11.6806045436071,524.17,19.15,30.727,4.5,1442.942,0,0,126
"859",40,"migrou",37,"Não",0,1,"SIM",6,1,1.025,1,"Nordeste",64120,"MP",12365.04,81,7410,11.6806045436071,524.17,19.15,30.727,4.5,1442.942,0,0,126
"860",36,"migrou",37,"Não",0,1,"NÃO",6,1,1.02777777777778,NA,"Nordeste",64120,"MP",12365.04,81,7410,11.6806045436071,524.17,19.15,30.727,4.5,1442.942,0,0,126
"861",54,"migrou",37,"Não",0,1,"SIM",5.2037037037037,1,1,1,"Nordeste",64120,"MP",12365.04,81,7410,11.6806045436071,524.17,19.15,30.727,4.5,1442.942,0,0,126
"862",27,"migrou",31,"Não",0,1.11111111111111,"NÃO",5.33333333333333,1.11111111111111,1.12962962962963,1.18518518518519,"Nordeste",64120,"MP",12365.04,81,7410,11.6806045436071,524.17,19.15,30.727,4.5,1442.942,0,0,126
"863",37,"migrou",43,"Não",0,1,"NÃO",3.35135135135135,1.05405405405405,1,NA,"Nordeste",13738,"PP-I",15145.64,254,1026,-11.6779036899253,463.49,38.88,15.535,4.4,1733.609,23.274,15.516,172
"864",49,"migrou",33,"Não",0,1,"SIM",7.97435897435897,1.43589743589744,1,1,"Nordeste",23561,"PP-II",14178.96,84,3476,-31.4309153378686,744.97,98.48,42.757,4.1,5260.677,4.32,17.279,105
"865",10,"migrou",36,"Não",0,1,"NÃO",6,1,1,1,"Nordeste",23561,"PP-II",14178.96,84,3476,-31.4309153378686,744.97,98.48,42.757,4.1,5260.677,4.32,17.279,105
"866",26,"migrou",40,"Não",0,1,"NÃO",7.76923076923077,2,1,1,"Nordeste",24736,"PP-II",10648.84,122,2799,24.8514342471116,414.79,82.4,17.376,4.8,3961.447,14.077,10.557,163
"867",40,"migrou",32,"Não",0,1.1,"NÃO",4.175,1.6,1,1,"Nordeste",24736,"PP-II",10648.84,122,2799,24.8514342471116,414.79,82.4,17.376,4.8,3961.447,14.077,10.557,163
"868",43,"migrou",32,"Não",0,1,"NÃO",6.46511627906977,1.6046511627907,1,1,"Nordeste",24736,"PP-II",10648.84,122,2799,24.8514342471116,414.79,82.4,17.376,4.8,3961.447,14.077,10.557,163
"869",24,"migrou",36,"Não",0,1,"NÃO",6.91666666666667,2,1.58333333333333,1,"Nordeste",41137,"PP-II",15713.67,98,7099,-1.37368058477091,428.04,0,50.864,3.5,2770.061,2.26,2.26,166
"870",10,"migrou",44,"Não",0,1,"NÃO",6,1,1.5,1,"Nordeste",41137,"PP-II",15713.67,98,7099,-1.37368058477091,428.04,0,50.864,3.5,2770.061,2.26,2.26,166
"871",10,"migrou",32,"Não",0,1,"NÃO",4.6,2,1,1.5,"Nordeste",41137,"PP-II",15713.67,98,7099,-1.37368058477091,428.04,0,50.864,3.5,2770.061,2.26,2.26,166
"872",31,"migrou",30,"Não",0,1,"NÃO",7,1,1,1,"Nordeste",41137,"PP-II",15713.67,98,7099,-1.37368058477091,428.04,0,50.864,3.5,2770.061,2.26,2.26,166
"873",37,"migrou",32,"Não",0,1.37837837837838,"NÃO",11,2,1.82608695652174,1.39130434782609,"Nordeste",21959,"PP-II",9282.15,110,1287,-12.0282272346254,585.01,0,62.708,3.9,7963.638,4.877,0,152
"874",8,"migrou",38,"Sim",0.333333333333333,1,"NÃO",8,2,1,1,"Nordeste",134084,"GP",26874.4,140,25787,34.3395811745937,419.14,29.84,57.655,3.7,694.279,1.45,0.725,53
"875",24,"migrou",34,"Não",0,1,"NÃO",4.25,2,1,1.04166666666667,"Nordeste",134084,"GP",26874.4,140,25787,34.3395811745937,419.14,29.84,57.655,3.7,694.279,1.45,0.725,53
"876",24,"migrou",33,"Não",0,1,"NÃO",7.29166666666667,1.95833333333333,1.375,1.08333333333333,"Nordeste",134084,"GP",26874.4,140,25787,34.3395811745937,419.14,29.84,57.655,3.7,694.279,1.45,0.725,53
"877",15,"migrou",32,"Não",0,1.33333333333333,"NÃO",5,1,1,1,"Nordeste",134084,"GP",26874.4,140,25787,34.3395811745937,419.14,29.84,57.655,3.7,694.279,1.45,0.725,53
"878",23,"migrou",32,"Não",0,1,"NÃO",5.91304347826087,1,1,1.1304347826087,"Nordeste",17573,"PP-I",12427.86,166,2152,66.6335165181453,997.2,35.77,11.487,4.9,3447.022,46.112,34.584,101
"879",24,"migrou",50,"Não",0,1,"NÃO",6,3,1,1,"Nordeste",17573,"PP-I",12427.86,166,2152,66.6335165181453,997.2,35.77,11.487,4.9,3447.022,46.112,34.584,101
"880",50,"migrou",37,"Sim",1.08333333333333,1,"SIM",6,2.58,1,1,"Nordeste",47938,"PP-II",9329.77,145,2992,23.4788583246302,467.81,0,8.499,4.9,2288.001,2.13,4.261,128
